Well	Strain	Cycle	OD600	RFP	Time	Hour	OD600_fit	second_type	New Strain	Reps	RFP_norm
E10	s247s	13	0.133599996566772	21	21600	6	0.0753137599412329	FALSE	s247s	35	2.5
E10	s247s	15	0.190099999308586	23	25200	7	0.118186446905087	FALSE	s247s	35	4.5
E10	s247s	17	0.274800002574921	25	28800	8	0.179760093453548	FALSE	s247s	35	7.5
E10	s247s	19	0.365000009536743	25	32400	9	0.261845933649712	FALSE	s247s	35	7.5
E10	s247s	21	0.465799987316132	28	36000	10	0.36105253672326	FALSE	s247s	35	10.5
E10	s247s	23	0.569700002670288	30	39600	11	0.467670358643469	FALSE	s247s	35	12.5
E10	s247s	25	0.658999979496002	31	43200	12	0.56872519121207	FALSE	s247s	35	13
E10	s247s	27	0.730700016021729	33	46800	13	0.65372266101574	FALSE	s247s	35	15.5
E10	s247s	29	0.779500007629395	35	50400	14	0.718320339776993	FALSE	s247s	35	18
E10	s247s	31	0.828100025653839	38	54000	15	0.763731132459925	FALSE	s247s	35	20
E10	s247s	33	0.862999975681305	41	57600	16	0.793932001680365	FALSE	s247s	35	23
E10	s247s	35	0.893100023269653	43	61200	17	0.813283569794177	FALSE	s247s	35	25
E10	s247s	37	0.918200016021728	45	64800	18	0.825389184435944	FALSE	s247s	35	28
E10	s247s	39	0.939000010490418	47	68400	19	0.83284862287537	FALSE	s247s	35	29
E10	s247s	41	0.957799971103668	50	72000	20	0.837402452783008	FALSE	s247s	35	32
E11	s247s	3	0.086199998855591	15	3600	1	0.00483518648298502	TRUE	s247s-red	35	0
E11	s247s	5	0.086400002241135	18	7200	2	0.00809062346137546	TRUE	s247s-red	35	0
E11	s247s	7	0.086800001561642	19	10800	3	0.0135033001387248	TRUE	s247s-red	35	1
E11	s247s	9	0.089599996805191	20	14400	4	0.0224417742406502	TRUE	s247s-red	35	1.5
E11	s247s	11	0.100100003182888	22	18000	5	0.0370383617539043	TRUE	s247s-red	35	4
E11	s247s	13	0.118299998342991	25	21600	6	0.0604442599646611	TRUE	s247s-red	35	6.5
E11	s247s	15	0.160899996757507	31	25200	7	0.0969010096030338	TRUE	s247s-red	35	12.5
E11	s247s	17	0.230100005865097	43	28800	8	0.151192005799148	TRUE	s247s-red	35	25.5
E11	s247s	19	0.326299995183945	54	32400	9	0.22686557282218	TRUE	s247s-red	35	36.5
E11	s247s	21	0.429300010204315	68	36000	10	0.323162502592778	TRUE	s247s-red	35	50.5
E11	s247s	23	0.538399994373322	85	39600	11	0.432445072217824	TRUE	s247s-red	35	67.5
E11	s247s	25	0.635699987411499	101	43200	12	0.541455739545557	TRUE	s247s-red	35	83
E11	s247s	27	0.720200002193451	122	46800	13	0.637064464747132	TRUE	s247s-red	35	104.5
E11	s247s	29	0.776799976825714	145	50400	14	0.711904196050237	TRUE	s247s-red	35	128
E11	s247s	31	0.823800027370453	167	54000	15	0.765438908453935	TRUE	s247s-red	35	149
E11	s247s	33	0.863600015640259	196	57600	16	0.801313977056829	TRUE	s247s-red	35	178
E11	s247s	35	0.900200009346008	223	61200	17	0.824315237458634	TRUE	s247s-red	35	205
E11	s247s	37	0.927600026130676	253	64800	18	0.838647154828377	TRUE	s247s-red	35	236
E11	s247s	39	0.953199982643127	282	68400	19	0.847418883837918	TRUE	s247s-red	35	264
E11	s247s	41	0.979200005531311	316	72000	20	0.852728865161419	TRUE	s247s-red	35	298
E12	empty	3	0.087499998509884	15	3600	1	0.0024991258424718		empty	2	0
E12	empty	5	0.087300002574921	18	7200	2	0.00190025433813681		empty	2	0
E12	empty	7	0.086999997496605	18	10800	3	0.0015701355289433		empty	2	0
E12	empty	9	0.08669999986887	18	14400	4	0.00136246639905896		empty	2	-0.5
E12	empty	11	0.086099997162819	18	18000	5	0.0012207999785169		empty	2	0
E12	empty	13	0.086099997162819	19	21600	6	0.00111873947894873		empty	2	0.5
E12	empty	15	0.086000002920628	19	25200	7	0.00104228756885977		empty	2	0.5
E12	empty	17	0.085299998521805	17	28800	8	0.000983329141378668		empty	2	-0.5
E12	empty	19	0.085400000214577	17	32400	9	0.000936833896939523		empty	2	-0.5
E12	empty	21	0.085100002586842	18	36000	10	0.000899516910625965		empty	2	0.5
E12	empty	23	0.085100002586842	18	39600	11	0.000869141506609868		empty	2	0.5
E12	empty	25	0.085299998521805	18	43200	12	0.000844131688114678		empty	2	0
E12	empty	27	0.084899999201298	17	46800	13	0.000823344803577032		empty	2	-0.5
E12	empty	29	0.085199996829033	17	50400	14	0.000805932137184555		empty	2	0
E12	empty	31	0.085799999535084	18	54000	15	0.000791250146653353		empty	2	0
E12	empty	33	0.085500001907349	18	57600	16	0.000778802100627184		empty	2	0
E12	empty	35	0.085699997842312	18	61200	17	0.00076819861848723		empty	2	0
E12	empty	37	0.085400000214577	17	64800	18	0.000759130329668242		empty	2	0
E12	empty	39	0.085500001907349	18	68400	19	0.000751348515420139		empty	2	0
E12	empty	41	0.085299998521805	18	72000	20	0.000744651134848536		empty	2	0
F1	s247s	3	0.085400000214577	15	3600	1	0.00769513707013016	FALSE	s247s	35	0
F1	s247s	5	0.085799999535084	18	7200	2	0.0132929616452881	FALSE	s247s	35	0
F1	s247s	7	0.087200000882149	19	10800	3	0.0228538669950972	FALSE	s247s	35	1
F1	s247s	9	0.094300001859665	19	14400	4	0.0389752677170213	FALSE	s247s	35	0.5
F1	s247s	11	0.114000000059605	20	18000	5	0.0655791749862574	FALSE	s247s	35	2
F1	s247s	13	0.156599998474121	21	21600	6	0.1079577809447	FALSE	s247s	35	2.5
F1	s247s	15	0.244499996304512	24	25200	7	0.171807557203315	FALSE	s247s	35	5.5
F1	s247s	17	0.35479998588562	25	28800	8	0.26036480390712	FALSE	s247s	35	7.5
F1	s247s	19	0.489600002765656	28	32400	9	0.370060997051509	FALSE	s247s	35	10.5
F1	s247s	21	0.61080002784729	29	36000	10	0.488397636845018	FALSE	s247s	35	11.5
F1	s247s	23	0.702499985694885	40	39600	11	0.598453358583984	FALSE	s247s	35	22.5
F1	s247s	25	0.752300024032593	33	43200	12	0.687554342695926	FALSE	s247s	35	15
F1	s247s	27	0.799399971961975	34	46800	13	0.751937186273198	FALSE	s247s	35	16.5
F1	s247s	29	0.832799971103668	37	50400	14	0.794735029075718	FALSE	s247s	35	20
F1	s247s	31	0.868600010871887	40	54000	15	0.82162884275738	FALSE	s247s	35	22
F1	s247s	33	0.897000014781952	42	57600	16	0.837935962685529	FALSE	s247s	35	24
F1	s247s	35	0.930299997329712	45	61200	17	0.847610592651455	FALSE	s247s	35	27
F1	s247s	37	0.95770001411438	47	64800	18	0.853276240603407	FALSE	s247s	35	30
F1	s247s	39	0.984899997711182	50	68400	19	0.856568938835532	FALSE	s247s	35	32
F1	s247s	41	1.0194000005722	52	72000	20	0.858474074296145	FALSE	s247s	35	34
F2	s247s	3	0.087600000202656	16	3600	1	0.00693498485341119	FALSE	s247s	35	1
F2	s247s	5	0.0878000035882	17	7200	2	0.0121310057663186	FALSE	s247s	35	-1
F2	s247s	7	0.089199997484684	18	10800	3	0.0211237178465113	FALSE	s247s	35	0
F2	s247s	9	0.097800001502037	19	14400	4	0.03649574057501	FALSE	s247s	35	0.5
F2	s247s	11	0.119199998676777	20	18000	5	0.0622243168620397	FALSE	s247s	35	2
F2	s247s	13	0.162900000810623	22	21600	6	0.103804230795666	FALSE	s247s	35	3.5
F2	s247s	15	0.252600014209747	24	25200	7	0.167339971383871	FALSE	s247s	35	5.5
F2	s247s	17	0.356099992990494	25	28800	8	0.256567744929678	FALSE	s247s	35	7.5
F2	s247s	19	0.481499999761581	27	32400	9	0.368085505481166	FALSE	s247s	35	9.5
F2	s247s	21	0.598599970340729	28	36000	10	0.488803217612607	FALSE	s247s	35	10.5
F2	s247s	23	0.699500024318695	40	39600	11	0.600749810359679	FALSE	s247s	35	22.5
F2	s247s	25	0.761699974536896	33	43200	12	0.6906188757781	FALSE	s247s	35	15
F2	s247s	27	0.8125	34	46800	13	0.75477353529751	FALSE	s247s	35	16.5
F2	s247s	29	0.852800011634827	36	50400	14	0.796831802587678	FALSE	s247s	35	19
F2	s247s	31	0.884999990463257	38	54000	15	0.822885482337598	FALSE	s247s	35	20
F2	s247s	33	0.911300003528595	41	57600	16	0.838462379408121	FALSE	s247s	35	23
F2	s247s	35	0.934300005435944	42	61200	17	0.84757863532081	FALSE	s247s	35	24
F2	s247s	37	0.959200024604797	45	64800	18	0.852847282962775	FALSE	s247s	35	28
F2	s247s	39	0.971300005912781	47	68400	19	0.855870170578554	FALSE	s247s	35	29
F2	s247s	41	0.988699972629547	50	72000	20	0.857597316781549	FALSE	s247s	35	32
F3	s247s	3	0.0878000035882	16	3600	1	0.00437621027735969	TRUE	s247s-red	35	1
F3	s247s	5	0.087600000202656	18	7200	2	0.00746638674795394	TRUE	s247s-red	35	0
F3	s247s	7	0.088100001215935	19	10800	3	0.0127056240478145	TRUE	s247s-red	35	1
F3	s247s	9	0.090800002217293	20	14400	4	0.0215267155984741	TRUE	s247s-red	35	1.5
F3	s247s	11	0.102600000798702	22	18000	5	0.0362053724143843	TRUE	s247s-red	35	4
F3	s247s	13	0.122400000691414	25	21600	6	0.0601612755534705	TRUE	s247s-red	35	6.5
F3	s247s	15	0.164800003170967	32	25200	7	0.0980448976722833	TRUE	s247s-red	35	13.5
F3	s247s	17	0.237499997019768	43	28800	8	0.155066499346194	TRUE	s247s-red	35	25.5
F3	s247s	19	0.332300007343292	53	32400	9	0.234816304964921	TRUE	s247s-red	35	35.5
F3	s247s	21	0.440699994564056	65	36000	10	0.335610048364643	TRUE	s247s-red	35	47.5
F3	s247s	23	0.560199975967407	89	39600	11	0.447876697842827	TRUE	s247s-red	35	71.5
F3	s247s	25	0.653400003910065	97	43200	12	0.556607262639937	TRUE	s247s-red	35	79
F3	s247s	27	0.728200018405914	116	46800	13	0.64855152434967	TRUE	s247s-red	35	98.5
F3	s247s	29	0.778599977493286	135	50400	14	0.717792229603608	TRUE	s247s-red	35	118
F3	s247s	31	0.827300012111664	158	54000	15	0.765518753210084	TRUE	s247s-red	35	140
F3	s247s	33	0.863499999046326	186	57600	16	0.79644326573771	TRUE	s247s-red	35	168
F3	s247s	35	0.892199993133545	213	61200	17	0.815685556347278	TRUE	s247s-red	35	195
F3	s247s	37	0.919099986553192	241	64800	18	0.827358561009085	TRUE	s247s-red	35	224
F3	s247s	39	0.940999984741211	271	68400	19	0.834331008309798	TRUE	s247s-red	35	253
F3	s247s	41	0.972000002861023	308	72000	20	0.838457294933351	TRUE	s247s-red	35	290
F4	s247s	3	0.088299997150898	15	3600	1	0.00559404970912688	FALSE	s247s	35	0
F4	s247s	5	0.08839999884367	18	7200	2	0.00952533091717738	FALSE	s247s	35	0
F4	s247s	7	0.089299999177456	18	10800	3	0.0161664088885205	FALSE	s247s	35	0
F4	s247s	9	0.094800002872944	19	14400	4	0.027287158022572	FALSE	s247s	35	0.5
F4	s247s	11	0.109600000083447	19	18000	5	0.0456385883147105	FALSE	s247s	35	1
F4	s247s	13	0.137500002980232	21	21600	6	0.0752024131324984	FALSE	s247s	35	2.5
F4	s247s	15	0.194000005722046	23	25200	7	0.121031985797535	FALSE	s247s	35	4.5
F4	s247s	17	0.281699985265732	24	28800	8	0.188005195530271	FALSE	s247s	35	6.5
F4	s247s	19	0.378500014543533	25	32400	9	0.277891476427024	FALSE	s247s	35	7.5
F4	s247s	21	0.493800014257431	27	36000	10	0.385678410912651	FALSE	s247s	35	9.5
F4	s247s	23	0.604099988937378	38	39600	11	0.498762639577909	FALSE	s247s	35	20.5
F4	s247s	25	0.695800006389618	31	43200	12	0.601929315378	FALSE	s247s	35	13
F4	s247s	27	0.756500005722046	32	46800	13	0.684718762414386	FALSE	s247s	35	14.5
F4	s247s	29	0.802299976348877	33	50400	14	0.744581857592496	FALSE	s247s	35	16
F4	s247s	31	0.851499974727631	36	54000	15	0.784683162446247	FALSE	s247s	35	18
F4	s247s	33	0.88239997625351	38	57600	16	0.810189608721964	FALSE	s247s	35	20
F4	s247s	35	0.909900009632111	40	61200	17	0.825882063494424	FALSE	s247s	35	22
F4	s247s	37	0.932299971580505	42	64800	18	0.835339742986873	FALSE	s247s	35	25
F4	s247s	39	0.948300004005432	45	68400	19	0.840969165709134	FALSE	s247s	35	27
F4	s247s	41	0.968999981880188	47	72000	20	0.844295088870524	FALSE	s247s	35	29
F5	s247s	3	0.087200000882149	15	3600	1	0.00502699692067002	TRUE	s247s-red	35	0
F5	s247s	5	0.087200000882149	18	7200	2	0.00829908884419837	TRUE	s247s-red	35	0
F5	s247s	7	0.087999999523163	19	10800	3	0.0136659762063388	TRUE	s247s-red	35	1
F5	s247s	9	0.091600000858307	20	14400	4	0.0224095885058161	TRUE	s247s-red	35	1.5
F5	s247s	11	0.103900000452995	22	18000	5	0.0364991737508672	TRUE	s247s-red	35	4
F5	s247s	13	0.123599998652935	24	21600	6	0.0588070862561565	TRUE	s247s-red	35	5.5
F5	s247s	15	0.164700001478195	32	25200	7	0.0931608450697983	TRUE	s247s-red	35	13.5
F5	s247s	17	0.222200006246567	42	28800	8	0.143868812580664	TRUE	s247s-red	35	24.5
F5	s247s	19	0.312599986791611	52	32400	9	0.214219110113965	TRUE	s247s-red	35	34.5
F5	s247s	21	0.408399999141693	63	36000	10	0.303869251587417	TRUE	s247s-red	35	45.5
F5	s247s	23	0.511600017547607	87	39600	11	0.406512888420397	TRUE	s247s-red	35	69.5
F5	s247s	25	0.605199992656708	93	43200	12	0.510568117779888	TRUE	s247s-red	35	75
F5	s247s	27	0.688300013542175	109	46800	13	0.603821123037074	TRUE	s247s-red	35	91.5
F5	s247s	29	0.744700014591217	129	50400	14	0.67860174258572	TRUE	s247s-red	35	112
F5	s247s	31	0.794799983501434	152	54000	15	0.733402708111487	TRUE	s247s-red	35	134
F5	s247s	33	0.845300018787384	179	57600	16	0.770966887804885	TRUE	s247s-red	35	161
F5	s247s	35	0.873199999332428	205	61200	17	0.795551574811125	TRUE	s247s-red	35	187
F5	s247s	37	0.894999980926514	231	64800	18	0.811157850587037	TRUE	s247s-red	35	214
F5	s247s	39	0.922900021076203	267	68400	19	0.820873506374958	TRUE	s247s-red	35	249
F5	s247s	41	0.953400015830994	304	72000	20	0.826848779724822	TRUE	s247s-red	35	286
F6	s247s	3	0.086000002920628	15	3600	1	0.00680340706025412	FALSE	s247s	35	0
F6	s247s	5	0.086400002241135	18	7200	2	0.0114940134217031	FALSE	s247s	35	0
F6	s247s	7	0.0878000035882	18	10800	3	0.019344251095228	FALSE	s247s	35	0
F6	s247s	9	0.095200002193451	19	14400	4	0.0323489172397961	FALSE	s247s	35	0.5
F6	s247s	11	0.112199999392033	20	18000	5	0.0535319956321473	FALSE	s247s	35	2
F6	s247s	13	0.146999999880791	21	21600	6	0.0871063277959065	FALSE	s247s	35	2.5
F6	s247s	15	0.216700002551079	24	25200	7	0.13808133188333	FALSE	s247s	35	5.5
F6	s247s	17	0.305000007152557	24	28800	8	0.210636804287705	FALSE	s247s	35	6.5
F6	s247s	19	0.408100008964539	26	32400	9	0.304956205437391	FALSE	s247s	35	8.5
F6	s247s	21	0.520900011062622	28	36000	10	0.414100447824923	FALSE	s247s	35	10.5
F6	s247s	23	0.628700017929077	38	39600	11	0.524619173074863	FALSE	s247s	35	20.5
F6	s247s	25	0.707599997520447	31	43200	12	0.622393161658508	FALSE	s247s	35	13
F6	s247s	27	0.767199993133545	32	46800	13	0.699082691669412	FALSE	s247s	35	14.5
F6	s247s	29	0.809899985790253	34	50400	14	0.753749898348742	FALSE	s247s	35	17
F6	s247s	31	0.855199992656708	37	54000	15	0.79011782532298	FALSE	s247s	35	19
F6	s247s	33	0.885900020599365	40	57600	16	0.81321314745148	FALSE	s247s	35	22
F6	s247s	35	0.903999984264374	41	61200	17	0.827449609429566	FALSE	s247s	35	23
F6	s247s	37	0.926500022411346	44	64800	18	0.836064821740577	FALSE	s247s	35	27
F6	s247s	39	0.950800001621246	47	68400	19	0.841220223161194	FALSE	s247s	35	29
F6	s247s	41	0.975399971008301	49	72000	20	0.844284582903837	FALSE	s247s	35	31
F7	s247s	3	0.087999999523163	16	3600	1	0.00623526148187775	FALSE	s247s	35	1
F7	s247s	5	0.088200002908707	18	7200	2	0.010543662391513	FALSE	s247s	35	0
F7	s247s	7	0.089299999177456	18	10800	3	0.0177661330211364	FALSE	s247s	35	0
F7	s247s	9	0.095600001513958	19	14400	4	0.0297599735810059	FALSE	s247s	35	0.5
F7	s247s	11	0.11089999973774	20	18000	5	0.0493686327840469	FALSE	s247s	35	2
F7	s247s	13	0.141800001263619	21	21600	6	0.0806224168289109	FALSE	s247s	35	2.5
F7	s247s	15	0.205799996852875	23	25200	7	0.128474329864152	FALSE	s247s	35	4.5
F7	s247s	17	0.291700005531311	24	28800	8	0.197410018387954	FALSE	s247s	35	6.5
F7	s247s	19	0.39190000295639	26	32400	9	0.288479893944795	FALSE	s247s	35	8.5
F7	s247s	21	0.502300024032593	27	36000	10	0.395946488399557	FALSE	s247s	35	9.5
F7	s247s	23	0.613600015640259	39	39600	11	0.50708682266941	FALSE	s247s	35	21.5
F7	s247s	25	0.699299991130829	31	43200	12	0.607395418674572	FALSE	s247s	35	13
F7	s247s	27	0.758400022983551	33	46800	13	0.687396233776759	FALSE	s247s	35	15.5
F7	s247s	29	0.803799986839294	35	50400	14	0.745138141892867	FALSE	s247s	35	18
F7	s247s	31	0.855199992656708	38	54000	15	0.783878550840267	FALSE	s247s	35	20
F7	s247s	33	0.884100019931793	40	57600	16	0.808612842511281	FALSE	s247s	35	22
F7	s247s	35	0.902599990367889	42	61200	17	0.823908247611952	FALSE	s247s	35	24
F7	s247s	37	0.920899987220764	43	64800	18	0.833180621740404	FALSE	s247s	35	26
F7	s247s	39	0.94709998369217	46	68400	19	0.83873413549292	FALSE	s247s	35	28
F7	s247s	41	0.9757000207901	50	72000	20	0.842036240742832	FALSE	s247s	35	32
F8	s247s	3	0.088299997150898	15	3600	1	0.00457367687834004	FALSE	s247s	35	0
F8	s247s	5	0.088600002229214	18	7200	2	0.00770242751706618	FALSE	s247s	35	0
F8	s247s	7	0.089000001549721	18	10800	3	0.0129380584364416	FALSE	s247s	35	0
F8	s247s	9	0.092699997127056	19	14400	4	0.0216392272601564	FALSE	s247s	35	0.5
F8	s247s	11	0.104000002145767	19	18000	5	0.0359357075809462	FALSE	s247s	35	1
F8	s247s	13	0.123700000345707	20	21600	6	0.0589907341725512	FALSE	s247s	35	1.5
F8	s247s	15	0.165700003504753	21	25200	7	0.0950726340107656	FALSE	s247s	35	2.5
F8	s247s	17	0.235100001096725	23	28800	8	0.148976089968385	FALSE	s247s	35	5.5
F8	s247s	19	0.323100000619888	24	32400	9	0.224157066353522	FALSE	s247s	35	6.5
F8	s247s	21	0.421700000762939	26	36000	10	0.319552646086516	FALSE	s247s	35	8.5
F8	s247s	23	0.533999979496002	37	39600	11	0.42706694232508	FALSE	s247s	35	19.5
F8	s247s	25	0.630400002002716	30	43200	12	0.533187096550953	FALSE	s247s	35	12
F8	s247s	27	0.709500014781952	31	46800	13	0.625067595587611	FALSE	s247s	35	13.5
F8	s247s	29	0.761600017547607	33	50400	14	0.696018682916904	FALSE	s247s	35	16
F8	s247s	31	0.812600016593933	35	54000	15	0.746118275187134	FALSE	s247s	35	17
F8	s247s	33	0.851300001144409	38	57600	16	0.779301073868825	FALSE	s247s	35	20
F8	s247s	35	0.881900012493134	40	61200	17	0.800357456975052	FALSE	s247s	35	22
F8	s247s	37	0.899200022220612	42	64800	18	0.813357792899914	FALSE	s247s	35	25
F8	s247s	39	0.924300014972687	44	68400	19	0.821248934589542	FALSE	s247s	35	26
F8	s247s	41	0.95389997959137	49	72000	20	0.825989467460071	FALSE	s247s	35	31
F9	s247s	3	0.089699998497963	15	3600	1	0.00525488275025402	FALSE	s247s	35	0
F9	s247s	5	0.089900001883507	18	7200	2	0.00886575539248976	FALSE	s247s	35	0
F9	s247s	7	0.090999998152256	18	10800	3	0.0149137644746557	FALSE	s247s	35	0
F9	s247s	9	0.096400000154972	19	14400	4	0.0249644120915817	FALSE	s247s	35	0.5
F9	s247s	11	0.109700001776218	19	18000	5	0.0414501812365261	FALSE	s247s	35	1
F9	s247s	13	0.132499992847443	21	21600	6	0.0679210581001096	FALSE	s247s	35	2.5
F9	s247s	15	0.182099997997284	22	25200	7	0.109003818972153	FALSE	s247s	35	3.5
F9	s247s	17	0.261400014162064	23	28800	8	0.169515801121925	FALSE	s247s	35	5.5
F9	s247s	19	0.352299988269806	25	32400	9	0.252114584034218	FALSE	s247s	35	7.5
F9	s247s	21	0.459100008010864	27	36000	10	0.353878448217701	FALSE	s247s	35	9.5
F9	s247s	23	0.575299978256226	38	39600	11	0.464539329090248	FALSE	s247s	35	20.5
F9	s247s	25	0.66619998216629	31	43200	12	0.569672949565574	FALSE	s247s	35	13
F9	s247s	27	0.739499986171722	33	46800	13	0.657491272307291	FALSE	s247s	35	15.5
F9	s247s	29	0.786400020122528	35	50400	14	0.723295086773237	FALSE	s247s	35	18
F9	s247s	31	0.837199985980988	37	54000	15	0.768699013540371	FALSE	s247s	35	19
F9	s247s	33	0.869700014591217	40	57600	16	0.798272680648169	FALSE	s247s	35	22
F9	s247s	35	0.900099992752075	42	61200	17	0.816818692714873	FALSE	s247s	35	24
F9	s247s	37	0.921899974346161	44	64800	18	0.828173946611243	FALSE	s247s	35	27
F9	s247s	39	0.943300008773804	47	68400	19	0.83502483015167	FALSE	s247s	35	29
F9	s247s	41	0.964399993419647	50	72000	20	0.839121451827612	FALSE	s247s	35	32
F10	s247s	3	0.086900003254414	15	3600	1	0.00524629805738674	FALSE	s247s	35	0
F10	s247s	5	0.087600000202656	17	7200	2	0.00893816148600721	FALSE	s247s	35	-1
F10	s247s	7	0.088600002229214	18	10800	3	0.0151819601734351	FALSE	s247s	35	0
F10	s247s	9	0.094200000166893	19	14400	4	0.0256561548349615	FALSE	s247s	35	0.5
F10	s247s	11	0.10809999704361	20	18000	5	0.0429895788807647	FALSE	s247s	35	2
F10	s247s	13	0.133499994874001	21	21600	6	0.0710383711972783	FALSE	s247s	35	2.5
F10	s247s	15	0.185599997639656	23	25200	7	0.114820811734185	FALSE	s247s	35	4.5
F10	s247s	17	0.268400013446808	23	28800	8	0.179461655991807	FALSE	s247s	35	5.5
F10	s247s	19	0.364100009202957	25	32400	9	0.267459735993756	FALSE	s247s	35	7.5
F10	s247s	21	0.478700011968613	28	36000	10	0.374892467481449	FALSE	s247s	35	10.5
F10	s247s	23	0.59850001335144	39	39600	11	0.489895756692243	FALSE	s247s	35	21.5
F10	s247s	25	0.691799998283386	32	43200	12	0.596909758251895	FALSE	s247s	35	14
F10	s247s	27	0.755999982357025	34	46800	13	0.684265152285747	FALSE	s247s	35	16.5
F10	s247s	29	0.808700025081635	36	50400	14	0.748262730600643	FALSE	s247s	35	19
F10	s247s	31	0.858699977397919	39	54000	15	0.791527406205315	FALSE	s247s	35	21
F10	s247s	33	0.888999998569489	42	57600	16	0.819209747994437	FALSE	s247s	35	24
F10	s247s	35	0.916400015354157	43	61200	17	0.836303169030528	FALSE	s247s	35	25
F10	s247s	37	0.937600016593933	46	64800	18	0.846627324536632	FALSE	s247s	35	29
F10	s247s	39	0.956200003623962	48	68400	19	0.85277988828493	FALSE	s247s	35	30
F10	s247s	41	0.978399991989136	51	72000	20	0.856417175427666	FALSE	s247s	35	33
F11	s247s	3	0.08669999986887	15	3600	1	0.00540346218978392	FALSE	s247s	35	0
F11	s247s	5	0.087099999189377	18	7200	2	0.0093026505598551	FALSE	s247s	35	0
F11	s247s	7	0.088299997150898	18	10800	3	0.0159627459412525	FALSE	s247s	35	0
F11	s247s	9	0.094099998474121	19	14400	4	0.0272377062088894	FALSE	s247s	35	0.5
F11	s247s	11	0.108599998056889	19	18000	5	0.0460401936944767	FALSE	s247s	35	1
F11	s247s	13	0.135499998927116	21	21600	6	0.0766226885454922	FALSE	s247s	35	2.5
F11	s247s	15	0.194000005722046	23	25200	7	0.124400926980685	FALSE	s247s	35	4.5
F11	s247s	17	0.287200003862381	24	28800	8	0.194538076649803	FALSE	s247s	35	6.5
F11	s247s	19	0.392399996519089	26	32400	9	0.288624974999293	FALSE	s247s	35	8.5
F11	s247s	21	0.50789999961853	28	36000	10	0.400666250273248	FALSE	s247s	35	10.5
F11	s247s	23	0.623300015926361	39	39600	11	0.516620447676071	FALSE	s247s	35	21.5
F11	s247s	25	0.709299981594086	33	43200	12	0.620438592568068	FALSE	s247s	35	15
F11	s247s	27	0.768999993801117	35	46800	13	0.702005274467183	FALSE	s247s	35	17.5
F11	s247s	29	0.818000018596649	36	50400	14	0.759756206261785	FALSE	s247s	35	19
F11	s247s	31	0.864400029182434	39	54000	15	0.797698918453318	FALSE	s247s	35	21
F11	s247s	33	0.888300001621246	41	57600	16	0.821417505668129	FALSE	s247s	35	23
F11	s247s	35	0.915000021457672	43	61200	17	0.8357861478689	FALSE	s247s	35	25
F11	s247s	37	0.93639999628067	46	64800	18	0.844325649120895	FALSE	s247s	35	29
F11	s247s	39	0.960300028324127	48	68400	19	0.849343194355524	FALSE	s247s	35	30
F11	s247s	41	0.97869998216629	51	72000	20	0.852271592172374	FALSE	s247s	35	33
F12	s247s	3	0.087300002574921	15	3600	1	0.00678211476166843	FALSE	s247s	35	0
F12	s247s	5	0.087499998509884	18	7200	2	0.0118394469134483	FALSE	s247s	35	0
F12	s247s	7	0.088799998164177	18	10800	3	0.0205763737428221	FALSE	s247s	35	0
F12	s247s	9	0.096900001168251	19	14400	4	0.0354890253349908	FALSE	s247s	35	0.5
F12	s247s	11	0.115500003099442	20	18000	5	0.0604259637632346	FALSE	s247s	35	2
F12	s247s	13	0.156399995088577	22	21600	6	0.100728896908988	FALSE	s247s	35	3.5
F12	s247s	15	0.23649999499321	24	25200	7	0.162411652910772	FALSE	s247s	35	5.5
F12	s247s	17	0.348800003528595	26	28800	8	0.249362663909964	FALSE	s247s	35	8.5
F12	s247s	19	0.471799999475479	28	32400	9	0.358719505012967	FALSE	s247s	35	10.5
F12	s247s	21	0.593400001525879	30	36000	10	0.478112241584662	FALSE	s247s	35	12.5
F12	s247s	23	0.697200000286102	42	39600	11	0.589912888058518	FALSE	s247s	35	24.5
F12	s247s	25	0.753600001335144	35	43200	12	0.680526395532555	FALSE	s247s	35	17
F12	s247s	27	0.797100007534027	37	46800	13	0.745754450101661	FALSE	s247s	35	19.5
F12	s247s	29	0.833400011062622	39	50400	14	0.788806459322317	FALSE	s247s	35	22
F12	s247s	31	0.871399998664856	42	54000	15	0.815617752158848	FALSE	s247s	35	24
F12	s247s	33	0.899500012397766	45	57600	16	0.831715140472381	FALSE	s247s	35	27
F12	s247s	35	0.927699983119965	47	61200	17	0.841168480007345	FALSE	s247s	35	29
F12	s247s	37	0.953000009059906	49	64800	18	0.846648057598422	FALSE	s247s	35	32
F12	s247s	39	0.972199976444244	51	68400	19	0.849800262693562	FALSE	s247s	35	33
F12	s247s	41	0.989600002765656	54	72000	20	0.851605705053604	FALSE	s247s	35	36
G1	s247s	3	0.086400002241135	15	3600	1	0.00841034059529775	TRUE	s247s-red	35	0
G1	s247s	5	0.08669999986887	18	7200	2	0.0143562913085471	TRUE	s247s-red	35	0
G1	s247s	7	0.088200002908707	19	10800	3	0.0243869467010657	TRUE	s247s-red	35	1
G1	s247s	9	0.095600001513958	21	14400	4	0.0410894480624705	TRUE	s247s-red	35	2.5
G1	s247s	11	0.116400003433228	24	18000	5	0.0683074582374953	TRUE	s247s-red	35	6
G1	s247s	13	0.159899994730949	33	21600	6	0.111137877071024	TRUE	s247s-red	35	14.5
G1	s247s	15	0.249599993228912	47	25200	7	0.174963673946568	TRUE	s247s-red	35	28.5
