Well	Strain	Cycle	OD600	RFP	Time	Hour	OD600_fit	second_type	New Strain	Reps	RFP_norm
G1	s247s	17	0.358900010585785	60	28800	8	0.262754298499353	TRUE	s247s-red	35	42.5
G1	s247s	19	0.49329999089241	77	32400	9	0.371080157445012	TRUE	s247s-red	35	59.5
G1	s247s	21	0.611100018024445	96	36000	10	0.488169410043225	TRUE	s247s-red	35	78.5
G1	s247s	23	0.703199982643127	126	39600	11	0.597935378083055	TRUE	s247s-red	35	108.5
G1	s247s	25	0.755299985408783	139	43200	12	0.687927378100612	TRUE	s247s-red	35	121
G1	s247s	27	0.806299984455109	163	46800	13	0.753943934311926	TRUE	s247s-red	35	145.5
G1	s247s	29	0.838500022888184	191	50400	14	0.798526359395225	TRUE	s247s-red	35	174
G1	s247s	31	0.870100021362305	220	54000	15	0.826976333677668	TRUE	s247s-red	35	202
G1	s247s	33	0.899800002574921	253	57600	16	0.844480704796875	TRUE	s247s-red	35	235
G1	s247s	35	0.933200001716614	286	61200	17	0.855009741860459	TRUE	s247s-red	35	268
G1	s247s	37	0.967000007629394	326	64800	18	0.861257092688941	TRUE	s247s-red	35	309
G1	s247s	39	1.00069999694824	360	68400	19	0.864933908847332	TRUE	s247s-red	35	342
G1	s247s	41	1.03100001811981	413	72000	20	0.867087514571974	TRUE	s247s-red	35	395
G2	s247s	3	0.089699998497963	15	3600	1	0.00655421663253245	TRUE	s247s-red	35	0
G2	s247s	5	0.089699998497963	18	7200	2	0.0112952054329819	TRUE	s247s-red	35	0
G2	s247s	7	0.090599998831749	18	10800	3	0.0193886652156705	TRUE	s247s-red	35	0
G2	s247s	9	0.096100002527237	20	14400	4	0.033058399148619	TRUE	s247s-red	35	1.5
G2	s247s	11	0.112999998033047	24	18000	5	0.0557350319678596	TRUE	s247s-red	35	6
G2	s247s	13	0.147100001573563	30	21600	6	0.0922542257067142	TRUE	s247s-red	35	11.5
G2	s247s	15	0.222499996423721	43	25200	7	0.148347610101196	TRUE	s247s-red	35	24.5
G2	s247s	17	0.324299991130829	53	28800	8	0.228537896674795	TRUE	s247s-red	35	35.5
G2	s247s	19	0.445800006389618	66	32400	9	0.332151089378729	TRUE	s247s-red	35	48.5
G2	s247s	21	0.56989997625351	83	36000	10	0.44984643065546	TRUE	s247s-red	35	65.5
G2	s247s	23	0.674499988555908	111	39600	11	0.565478350892275	TRUE	s247s-red	35	93.5
G2	s247s	25	0.745800018310547	121	43200	12	0.663970178556862	TRUE	s247s-red	35	103
G2	s247s	27	0.799799978733063	142	46800	13	0.738165424054043	TRUE	s247s-red	35	124.5
G2	s247s	29	0.84170001745224	166	50400	14	0.789047999960018	TRUE	s247s-red	35	149
G2	s247s	31	0.874800026416779	192	54000	15	0.821735805435469	TRUE	s247s-red	35	174
G2	s247s	33	0.904100000858307	220	57600	16	0.84186198789616	TRUE	s247s-red	35	202
G2	s247s	35	0.935100018978119	251	61200	17	0.853931519111579	TRUE	s247s-red	35	233
G2	s247s	37	0.964299976825714	281	64800	18	0.861055434910872	TRUE	s247s-red	35	264
G2	s247s	39	0.994199991226196	316	68400	19	0.865220874941904	TRUE	s247s-red	35	298
G2	s247s	41	1.02049994468689	352	72000	20	0.86764306958805	TRUE	s247s-red	35	334
G3	s247s	3	0.086499996483326	15	3600	1	0.0069329874826086	FALSE	s247s	35	0
G3	s247s	5	0.08669999986887	18	7200	2	0.0121278821433884	FALSE	s247s	35	0
G3	s247s	7	0.088100001215935	19	10800	3	0.0211202367541569	FALSE	s247s	35	1
G3	s247s	9	0.096400000154972	19	14400	4	0.0364969394222053	FALSE	s247s	35	0.5
G3	s247s	11	0.117700003087521	20	18000	5	0.0622493177017068	FALSE	s247s	35	2
G3	s247s	13	0.158199995756149	22	21600	6	0.10391162949373	FALSE	s247s	35	3.5
G3	s247s	15	0.248799994587898	24	25200	7	0.167680717475533	FALSE	s247s	35	5.5
G3	s247s	17	0.354400008916855	25	28800	8	0.257459364587792	FALSE	s247s	35	7.5
G3	s247s	19	0.483000010251999	27	32400	9	0.370037475036877	FALSE	s247s	35	9.5
G3	s247s	21	0.606700003147125	29	36000	10	0.492374954609003	FALSE	s247s	35	11.5
G3	s247s	23	0.702899992465973	40	39600	11	0.606267862187772	FALSE	s247s	35	22.5
G3	s247s	25	0.766600012779236	33	43200	12	0.698012876753788	FALSE	s247s	35	15
G3	s247s	27	0.820800006389618	34	46800	13	0.763679944706649	FALSE	s247s	35	16.5
G3	s247s	29	0.857800006866455	37	50400	14	0.806809345468945	FALSE	s247s	35	20
G3	s247s	31	0.891799986362457	39	54000	15	0.833558905760185	FALSE	s247s	35	21
G3	s247s	33	0.918299973011017	41	57600	16	0.849564071584438	FALSE	s247s	35	23
G3	s247s	35	0.94489997625351	44	61200	17	0.858935433585071	FALSE	s247s	35	26
G3	s247s	37	0.967199981212616	46	64800	18	0.864353147994198	FALSE	s247s	35	29
G3	s247s	39	0.984499990940094	47	68400	19	0.867462174670865	FALSE	s247s	35	29
G3	s247s	41	1.00460004806519	49	72000	20	0.869238778674305	FALSE	s247s	35	31
G4	s247s	3	0.088899999856949	15	3600	1	0.00705870467847801	TRUE	s247s-red	35	0
G4	s247s	5	0.089000001549721	18	7200	2	0.0119175620734924	TRUE	s247s-red	35	0
G4	s247s	7	0.090400002896786	19	10800	3	0.020042631303498	TRUE	s247s-red	35	1
G4	s247s	9	0.097199998795986	21	14400	4	0.0334890001851357	TRUE	s247s-red	35	2.5
G4	s247s	11	0.115000002086163	24	18000	5	0.0553634069509448	TRUE	s247s-red	35	6
G4	s247s	13	0.149499997496605	31	21600	6	0.0899746840359886	TRUE	s247s-red	35	12.5
G4	s247s	15	0.217999994754791	43	25200	7	0.142405147419352	TRUE	s247s-red	35	24.5
G4	s247s	17	0.314000010490417	52	28800	8	0.216811201627499	TRUE	s247s-red	35	34.5
G4	s247s	19	0.422399997711182	64	32400	9	0.313181075243035	TRUE	s247s-red	35	46.5
G4	s247s	21	0.538100004196167	79	36000	10	0.42423338899123	TRUE	s247s-red	35	61.5
G4	s247s	23	0.639100015163422	106	39600	11	0.536210939317242	TRUE	s247s-red	35	88.5
G4	s247s	25	0.722699999809265	115	43200	12	0.634906893614717	TRUE	s247s-red	35	97
G4	s247s	27	0.779500007629395	135	46800	13	0.712097875022722	TRUE	s247s-red	35	117.5
G4	s247s	29	0.824599981307983	156	50400	14	0.767017148838627	TRUE	s247s-red	35	139
G4	s247s	31	0.864600002765656	182	54000	15	0.803512797442652	TRUE	s247s-red	35	164
G4	s247s	33	0.890600025653839	209	57600	16	0.826677971602256	TRUE	s247s-red	35	191
G4	s247s	35	0.922399997711182	234	61200	17	0.840956367746187	TRUE	s247s-red	35	216
G4	s247s	37	0.94760000705719	266	64800	18	0.84959848155684	TRUE	s247s-red	35	249
G4	s247s	39	0.971800029277802	298	68400	19	0.854771688348491	TRUE	s247s-red	35	280
G4	s247s	41	0.996299982070923	332	72000	20	0.85784792405061	TRUE	s247s-red	35	314
G5	s247s	3	0.087099999189377	15	3600	1	0.00621159059077867	FALSE	s247s	35	0
G5	s247s	5	0.087300002574921	18	7200	2	0.0106727430750563	FALSE	s247s	35	0
G5	s247s	7	0.08839999884367	18	10800	3	0.0182692195815392	FALSE	s247s	35	0
G5	s247s	9	0.093400001525879	19	14400	4	0.0310744578310001	FALSE	s247s	35	0.5
G5	s247s	11	0.109899997711182	19	18000	5	0.0522965886055917	FALSE	s247s	35	1
G5	s247s	13	0.142299994826317	19	21600	6	0.086497403775791	FALSE	s247s	35	0.5
G5	s247s	15	0.212500005960464	20	25200	7	0.139203570444478	FALSE	s247s	35	1.5
G5	s247s	17	0.31020000576973	20	28800	8	0.215079853935118	FALSE	s247s	35	2.5
G5	s247s	19	0.421400010585785	19	32400	9	0.314249322106224	FALSE	s247s	35	1.5
G5	s247s	21	0.543600022792816	19	36000	10	0.428686096719385	FALSE	s247s	35	1.5
G5	s247s	23	0.641900002956391	29	39600	11	0.543213619882648	FALSE	s247s	35	11.5
G5	s247s	25	0.723200023174286	20	43200	12	0.642608738364838	FALSE	s247s	35	2
G5	s247s	27	0.782599985599518	21	46800	13	0.718750030057554	FALSE	s247s	35	3.5
G5	s247s	29	0.828599989414215	21	50400	14	0.77168748121573	FALSE	s247s	35	4
G5	s247s	31	0.868900001049042	21	54000	15	0.80605910073738	FALSE	s247s	35	3
G5	s247s	33	0.896399974822998	22	57600	16	0.82739542559708	FALSE	s247s	35	4
G5	s247s	35	0.923099994659424	23	61200	17	0.840272609418852	FALSE	s247s	35	5
G5	s247s	37	0.945200026035309	24	64800	18	0.847912848606604	FALSE	s247s	35	7
G5	s247s	39	0.965099990367889	24	68400	19	0.852400077125485	FALSE	s247s	35	6
G5	s247s	41	0.986400008201599	26	72000	20	0.85501977428196	FALSE	s247s	35	8
G6	s247s	3	0.086999997496605	15	3600	1	0.00586733927709281	FALSE	s247s	35	0
G6	s247s	5	0.087200000882149	18	7200	2	0.00998905203893454	FALSE	s247s	35	0
G6	s247s	7	0.088299997150898	19	10800	3	0.016949026479464	FALSE	s247s	35	1
G6	s247s	9	0.093900002539158	19	14400	4	0.0285960875480492	FALSE	s247s	35	0.5
G6	s247s	11	0.110200002789497	20	18000	5	0.0477952805988198	FALSE	s247s	35	2
G6	s247s	13	0.141699999570847	21	21600	6	0.0786710360663608	FALSE	s247s	35	2.5
G6	s247s	15	0.196799993515015	23	25200	7	0.12640423972731	FALSE	s247s	35	4.5
G6	s247s	17	0.287400007247925	25	28800	8	0.195877240107474	FALSE	s247s	35	7.5
G6	s247s	19	0.388300001621246	26	32400	9	0.288597092485381	FALSE	s247s	35	8.5
G6	s247s	21	0.505400002002716	28	36000	10	0.399002637952441	FALSE	s247s	35	10.5
G6	s247s	23	0.615899980068207	39	39600	11	0.513931988310599	FALSE	s247s	35	21.5
G6	s247s	25	0.707899987697601	32	43200	12	0.617986391340151	FALSE	s247s	35	14
G6	s247s	27	0.768999993801117	34	46800	13	0.700945792974551	FALSE	s247s	35	16.5
G6	s247s	29	0.821699976921082	35	50400	14	0.760634039639395	FALSE	s247s	35	18
G6	s247s	31	0.863099992275238	37	54000	15	0.800479704610387	FALSE	s247s	35	19
G6	s247s	33	0.896600008010864	41	57600	16	0.82576620889642	FALSE	s247s	35	23
G6	s247s	35	0.925199985504151	42	61200	17	0.841301394409014	FALSE	s247s	35	24
G6	s247s	37	0.947700023651123	44	64800	18	0.850656309056352	FALSE	s247s	35	27
G6	s247s	39	0.961899995803833	46	68400	19	0.856221766293724	FALSE	s247s	35	28
G6	s247s	41	0.984099984169006	48	72000	20	0.859508946322709	FALSE	s247s	35	30
G7	s247s	3	0.087300002574921	15	3600	1	0.00537297218785441	FALSE	s247s	35	0
G7	s247s	5	0.087600000202656	17	7200	2	0.00930053530603411	FALSE	s247s	35	-1
G7	s247s	7	0.088500000536442	18	10800	3	0.0160453339366424	FALSE	s247s	35	0
G7	s247s	9	0.094200000166893	19	14400	4	0.027523674355767	FALSE	s247s	35	0.5
G7	s247s	11	0.110299997031689	19	18000	5	0.0467595763542982	FALSE	s247s	35	1
G7	s247s	13	0.140400007367134	21	21600	6	0.0781801720163406	FALSE	s247s	35	2.5
G7	s247s	15	0.197500005364418	22	25200	7	0.12741567019474	FALSE	s247s	35	3.5
G7	s247s	17	0.289700001478195	24	28800	8	0.199759319421778	FALSE	s247s	35	6.5
G7	s247s	19	0.398699998855591	26	32400	9	0.296600837764502	FALSE	s247s	35	8.5
G7	s247s	21	0.518700003623962	28	36000	10	0.411250444016367	FALSE	s247s	35	10.5
G7	s247s	23	0.634299993515015	39	39600	11	0.528793838273421	FALSE	s247s	35	21.5
G7	s247s	25	0.718400001525879	32	43200	12	0.632803122764437	FALSE	s247s	35	14
G7	s247s	27	0.778800010681152	33	46800	13	0.713507253221805	FALSE	s247s	35	15.5
G7	s247s	29	0.829200029373169	35	50400	14	0.769977099433598	FALSE	s247s	35	18
G7	s247s	31	0.870800018310547	38	54000	15	0.806691579628325	FALSE	s247s	35	20
G7	s247s	33	0.902800023555756	41	57600	16	0.829434881624252	FALSE	s247s	35	23
G7	s247s	35	0.925599992275238	42	61200	17	0.843103945198101	FALSE	s247s	35	24
G7	s247s	37	0.944100022315979	44	64800	18	0.851170436057685	FALSE	s247s	35	27
G7	s247s	39	0.965099990367889	47	68400	19	0.855879425954351	FALSE	s247s	35	29
G7	s247s	41	0.986899971961975	49	72000	20	0.858611040041138	FALSE	s247s	35	31
G8	s247s	3	0.088699996471405	15	3600	1	0.00656915269081164	FALSE	s247s	35	0
G8	s247s	5	0.089100003242493	18	7200	2	0.0112913023503067	FALSE	s247s	35	0
G8	s247s	7	0.090499997138977	19	10800	3	0.019331097563969	FALSE	s247s	35	1
G8	s247s	9	0.098700001835823	19	14400	4	0.0328739912199235	FALSE	s247s	35	0.5
G8	s247s	11	0.117200002074242	20	18000	5	0.0552814377317151	FALSE	s247s	35	2
G8	s247s	13	0.154200002551079	22	21600	6	0.0912784250497727	FALSE	s247s	35	3.5
G8	s247s	15	0.227200001478195	24	25200	7	0.14645385313026	FALSE	s247s	35	5.5
G8	s247s	17	0.321099996566772	25	28800	8	0.225220839527403	FALSE	s247s	35	7.5
G8	s247s	19	0.432799994945526	27	32400	9	0.326962716018763	FALSE	s247s	35	9.5
G8	s247s	21	0.551900029182434	28	36000	10	0.44265869062102	FALSE	s247s	35	10.5
G8	s247s	23	0.661199986934662	40	39600	11	0.556613228275149	FALSE	s247s	35	22.5
G8	s247s	25	0.737500011920929	33	43200	12	0.654025953787941	FALSE	s247s	35	15
G8	s247s	27	0.792200028896332	34	46800	13	0.727710968699645	FALSE	s247s	35	16.5
G8	s247s	29	0.839100003242493	36	50400	14	0.778453852925912	FALSE	s247s	35	19
G8	s247s	31	0.880400002002716	38	54000	15	0.811179738356308	FALSE	s247s	35	20
G8	s247s	33	0.908399999141693	41	57600	16	0.831401902467679	FALSE	s247s	35	23
G8	s247s	35	0.927799999713898	43	61200	17	0.84356906372876	FALSE	s247s	35	25
G8	s247s	37	0.946900010108948	44	64800	18	0.850772668267926	FALSE	s247s	35	27
G8	s247s	39	0.965900003910065	47	68400	19	0.854996940151309	FALSE	s247s	35	29
G8	s247s	41	0.986500024795532	51	72000	20	0.857460200908155	FALSE	s247s	35	33
G9	s247s	3	0.089199997484684	15	3600	1	0.00608736018470126	FALSE	s247s	35	0
G9	s247s	5	0.089599996805191	18	7200	2	0.0104634534172577	FALSE	s247s	35	0
G9	s247s	7	0.091099999845028	18	10800	3	0.0179188982659389	FALSE	s247s	35	0
G9	s247s	9	0.098800003528595	19	14400	4	0.030494300430614	FALSE	s247s	35	0.5
G9	s247s	11	0.11540000140667	20	18000	5	0.0513525035020881	FALSE	s247s	35	2
G9	s247s	13	0.149399995803833	21	21600	6	0.0850037291749443	FALSE	s247s	35	2.5
G9	s247s	15	0.211500003933907	23	25200	7	0.136940677836926	FALSE	s247s	35	4.5
G9	s247s	17	0.30799999833107	25	28800	8	0.21185953880252	FALSE	s247s	35	7.5
G9	s247s	19	0.41609999537468	27	32400	9	0.310025459438358	FALSE	s247s	35	9.5
G9	s247s	21	0.533500015735626	28	36000	10	0.423633013579763	FALSE	s247s	35	10.5
G9	s247s	23	0.642799973487854	39	39600	11	0.537664872831048	FALSE	s247s	35	21.5
G9	s247s	25	0.72299998998642	33	43200	12	0.636885633475171	FALSE	s247s	35	15
G9	s247s	27	0.780499994754791	34	46800	13	0.713042878780171	FALSE	s247s	35	16.5
G9	s247s	29	0.827000021934509	36	50400	14	0.766060145535608	FALSE	s247s	35	19
G9	s247s	31	0.866800010204315	38	54000	15	0.800508818737173	FALSE	s247s	35	20
G9	s247s	33	0.896399974822998	41	57600	16	0.821899925915231	FALSE	s247s	35	23
G9	s247s	35	0.919900000095367	42	61200	17	0.834810928265073	FALSE	s247s	35	24
G9	s247s	37	0.940500020980835	45	64800	18	0.842470427470567	FALSE	s247s	35	28
G9	s247s	39	0.959800004959106	46	68400	19	0.846968060050814	FALSE	s247s	35	28
G9	s247s	41	0.97790002822876	50	72000	20	0.849593154932772	FALSE	s247s	35	32
G10	s247s	3	0.087499998509884	16	3600	1	0.00727027910725809	FALSE	s247s	35	1
G10	s247s	5	0.088200002908707	18	7200	2	0.0126791006713378	FALSE	s247s	35	0
G10	s247s	7	0.090400002896786	19	10800	3	0.0220077203710905	FALSE	s247s	35	1
G10	s247s	9	0.101599998772144	20	14400	4	0.0378919812258367	FALSE	s247s	35	1.5
G10	s247s	11	0.123499996960163	21	18000	5	0.0643576515128176	FALSE	s247s	35	3
G10	s247s	13	0.167300000786781	23	21600	6	0.106897166909358	FALSE	s247s	35	4.5
G10	s247s	15	0.256000012159348	25	25200	7	0.171475107911225	FALSE	s247s	35	6.5
G10	s247s	17	0.360000014305115	26	28800	8	0.261474033122629	FALSE	s247s	35	8.5
G10	s247s	19	0.481099992990494	28	32400	9	0.373021920882158	FALSE	s247s	35	10.5
G10	s247s	21	0.601700007915497	30	36000	10	0.492806157526332	FALSE	s247s	35	12.5
G10	s247s	23	0.699400007724762	42	39600	11	0.603160356684849	FALSE	s247s	35	24.5
G10	s247s	25	0.764100015163422	34	43200	12	0.691369525332881	FALSE	s247s	35	16
G10	s247s	27	0.814400017261505	37	46800	13	0.754213871778908	FALSE	s247s	35	19.5
G10	s247s	29	0.849699974060059	39	50400	14	0.795408137899999	FALSE	s247s	35	22
G10	s247s	31	0.884999990463257	41	54000	15	0.820955898670283	FALSE	s247s	35	23
G10	s247s	33	0.907299995422363	43	57600	16	0.836259535550681	FALSE	s247s	35	25
G10	s247s	35	0.928200006484985	45	61200	17	0.845236799202177	FALSE	s247s	35	27
G10	s247s	37	0.949100017547607	47	64800	18	0.850438393960353	FALSE	s247s	35	30
G10	s247s	39	0.972699999809265	50	68400	19	0.853430776948082	FALSE	s247s	35	32
G10	s247s	41	0.988699972629547	51	72000	20	0.855145148348768	FALSE	s247s	35	33
G11	s247s	3	0.087099999189377	15	3600	1	0.00630663084407676	FALSE	s247s	35	0
G11	s247s	5	0.0878000035882	18	7200	2	0.0113191158269802	FALSE	s247s	35	0
G11	s247s	7	0.089699998497963	19	10800	3	0.0202216641591265	FALSE	s247s	35	1
G11	s247s	9	0.09910000115633	20	14400	4	0.0358321536098854	FALSE	s247s	35	1.5
G11	s247s	11	0.120899997651577	20	18000	5	0.062600247810368	FALSE	s247s	35	2
G11	s247s	13	0.164800003170967	22	21600	6	0.106789190085771	FALSE	s247s	35	3.5
G11	s247s	15	0.25900000333786	24	25200	7	0.175352373874914	FALSE	s247s	35	5.5
G11	s247s	17	0.373600006103516	26	28800	8	0.272132390687157	FALSE	s247s	35	8.5
G11	s247s	19	0.503899991512299	28	32400	9	0.391960266497091	FALSE	s247s	35	10.5
G11	s247s	21	0.624800026416779	30	36000	10	0.518400314785704	FALSE	s247s	35	12.5
G11	s247s	23	0.722599983215332	41	39600	11	0.631182128713412	FALSE	s247s	35	23.5
G11	s247s	25	0.78219997882843	34	43200	12	0.71766664335946	FALSE	s247s	35	16
G11	s247s	27	0.83490002155304	36	46800	13	0.776609052112094	FALSE	s247s	35	18.5
G11	s247s	29	0.873600006103516	38	50400	14	0.813623419613556	FALSE	s247s	35	21
G11	s247s	31	0.903599977493286	41	54000	15	0.835685816255177	FALSE	s247s	35	23
G11	s247s	33	0.920099973678589	43	57600	16	0.848429255577646	FALSE	s247s	35	25
G11	s247s	35	0.942200005054474	44	61200	17	0.855656703216815	FALSE	s247s	35	26
G11	s247s	37	0.961199998855591	46	64800	18	0.85971332716793	FALSE	s247s	35	29
G11	s247s	39	0.980700016021728	50	68400	19	0.86197694243848	FALSE	s247s	35	32
G11	s247s	41	0.994799971580505	50	72000	20	0.863235926509569	FALSE	s247s	35	32
G12	s247s	3	0.087999999523163	15	3600	1	0.00819941321866717	TRUE	s247s-red	35	0
G12	s247s	5	0.087999999523163	18	7200	2	0.0138062548742037	TRUE	s247s-red	35	0
G12	s247s	7	0.089100003242493	19	10800	3	0.0231428482053305	TRUE	s247s-red	35	1
G12	s247s	9	0.096000000834465	21	14400	4	0.0385058092903974	TRUE	s247s-red	35	2.5
G12	s247s	11	0.114399999380112	24	18000	5	0.0632951217682323	TRUE	s247s-red	35	6
G12	s247s	13	0.156299993395805	32	21600	6	0.102058774476868	TRUE	s247s-red	35	13.5
G12	s247s	15	0.228300005197525	46	25200	7	0.159796117831855	TRUE	s247s-red	35	27.5
G12	s247s	17	0.335500001907349	59	28800	8	0.239849970040696	TRUE	s247s-red	35	41.5
G12	s247s	19	0.458099991083145	75	32400	9	0.340485306982516	TRUE	s247s-red	35	57.5
G12	s247s	21	0.575999975204468	94	36000	10	0.45249675930223	TRUE	s247s-red	35	76.5
G12	s247s	23	0.675700008869171	123	39600	11	0.561472136298985	TRUE	s247s-red	35	105.5
G12	s247s	25	0.730499982833862	136	43200	12	0.654461463288989	TRUE	s247s-red	35	118
G12	s247s	27	0.778999984264374	161	46800	13	0.725334193927368	TRUE	s247s-red	35	143.5
G12	s247s	29	0.818599998950958	187	50400	14	0.774838429374081	TRUE	s247s-red	35	170
G12	s247s	31	0.853100001811981	219	54000	15	0.807347209495394	TRUE	s247s-red	35	201
G12	s247s	33	0.884199976921082	252	57600	16	0.827838594308321	TRUE	s247s-red	35	234
G12	s247s	35	0.919099986553192	283	61200	17	0.840423361777607	TRUE	s247s-red	35	265
G12	s247s	37	0.95169997215271	317	64800	18	0.848029188818178	TRUE	s247s-red	35	300
G12	s247s	39	0.985599994659424	367	68400	19	0.852581377870577	TRUE	s247s-red	35	349
G12	s247s	41	1.01139998435974	398	72000	20	0.855290066195003	TRUE	s247s-red	35	380
H1	s272	3	0.087200000882149	15	3600	1	0.00753178908329918		s272	8	0
H1	s272	5	0.087600000202656	17	7200	2	0.0134619297952911		s272	8	-1
H1	s272	7	0.088600002229214	18	10800	3	0.023935095930974		s272	8	0
H1	s272	9	0.095399998128414	18	14400	4	0.0421660622363536		s272	8	-0.5
H1	s272	11	0.116800002753735	18	18000	5	0.0731163869855483		s272	8	0
H1	s272	13	0.172000005841255	18	21600	6	0.123491337147904		s272	8	-0.5
H1	s272	15	0.285899996757507	18	25200	7	0.200112887966212		s272	8	-0.5
H1	s272	17	0.415899991989136	18	28800	8	0.305431172153218		s272	8	0.5
H1	s272	19	0.565199971199036	17	32400	9	0.431696131773117		s272	8	-0.5
H1	s272	21	0.674600005149841	17	36000	10	0.560458485082974		s272	8	-0.5
H1	s272	23	0.739400029182434	27	39600	11	0.671821388735181		s272	8	9.5
H1	s272	25	0.809499979019165	18	43200	12	0.755217351900301		s272	8	0
H1	s272	27	0.85970002412796	17	46800	13	0.811178083332512		s272	8	-0.5
H1	s272	29	0.902300000190735	17	50400	14	0.846017154110844		s272	8	0
H1	s272	31	0.932699978351593	18	54000	15	0.86670413898543		s272	8	0
H1	s272	33	0.958899974822998	18	57600	16	0.878644213933438		s272	8	0
H1	s272	35	0.980799973011017	18	61200	17	0.885423173414147		s272	8	0
H1	s272	37	0.999899983406067	18	64800	18	0.88923596419658		s272	8	1
H1	s272	39	1.01209998130798	18	68400	19	0.891369135115333		s272	8	0
H1	s272	41	1.0242999792099	19	72000	20	0.892559065549411		s272	8	1
H2	s272	3	0.086999997496605	15	3600	1	0.00882953396981097		s272	8	0
H2	s272	5	0.087300002574921	17	7200	2	0.0155715199559871		s272	8	-1
H2	s272	7	0.089100003242493	18	10800	3	0.0273065766863675		s272	8	0
H2	s272	9	0.098300002515316	18	14400	4	0.0474198081283619		s272	8	-0.5
H2	s272	11	0.124200001358986	18	18000	5	0.0809979279071561		s272	8	0
H2	s272	13	0.184000000357628	18	21600	6	0.134667318917229		s272	8	-0.5
H2	s272	15	0.299699991941452	18	25200	7	0.214754469312842		s272	8	-0.5
H2	s272	17	0.435000002384186	18	28800	8	0.322798211899136		s272	8	0.5
H2	s272	19	0.583199977874756	17	32400	9	0.450304485518531		s272	8	-0.5
H2	s272	21	0.695500016212463	17	36000	10	0.579031804440523		s272	8	-0.5
H2	s272	23	0.759400010108948	27	39600	11	0.690055702709797		s272	8	9.5
H2	s272	25	0.82370001077652	18	43200	12	0.77353136067546		s272	8	0
H2	s272	27	0.875299990177155	17	46800	13	0.830043873964227		s272	8	-0.5
H2	s272	29	0.915899991989136	17	50400	14	0.86563736301362		s272	8	0
H2	s272	31	0.945999979972839	18	54000	15	0.887045722612579		s272	8	0
H2	s272	33	0.975499987602234	18	57600	16	0.899567004330947		s272	8	0
H2	s272	35	1.00240004062653	18	61200	17	0.906770913587433		s272	8	0
H2	s272	37	1.02219998836517	18	64800	18	0.910876375491432		s272	8	1
H2	s272	39	1.03810000419617	18	68400	19	0.913203393983311		s272	8	0
H2	s272	41	1.05420005321503	19	72000	20	0.914518318058261		s272	8	1
H3	s272	3	0.087999999523163	15	3600	1	0.00776948217277393		s272	8	0
H3	s272	5	0.088200002908707	18	7200	2	0.0136037966717394		s272	8	0
H3	s272	7	0.089100003242493	18	10800	3	0.0237039848990785		s272	8	0
H3	s272	9	0.09570000320673	18	14400	4	0.0409599392422666		s272	8	-0.5
H3	s272	11	0.11599999666214	18	18000	5	0.0697872410105769		s272	8	0
H3	s272	13	0.163100004196167	19	21600	6	0.116186439361001		s272	8	0.5
H3	s272	15	0.268900007009506	18	25200	7	0.186574000045891		s272	8	-0.5
H3	s272	17	0.388200014829636	18	28800	8	0.284306018956293		s272	8	0.5
H3	s272	19	0.532599985599518	17	32400	9	0.404551950479345		s272	8	-0.5
H3	s272	21	0.659200012683868	17	36000	10	0.532298788282116		s272	8	-0.5
H3	s272	23	0.740499973297119	27	39600	11	0.648495282262304		s272	8	9.5
H3	s272	25	0.799600005149841	18	43200	12	0.740177177084661		s272	8	0
H3	s272	27	0.85369998216629	18	46800	13	0.804733564482314		s272	8	0.5
H3	s272	29	0.894699990749359	18	50400	14	0.846633090708603		s272	8	1
H3	s272	31	0.925700008869171	18	54000	15	0.872407378330977		s272	8	0
H3	s272	33	0.957400023937225	18	57600	16	0.887742556110896		s272	8	0
H3	s272	35	0.987999975681305	18	61200	17	0.896686320994138		s272	8	0
H3	s272	37	1.01349997520447	18	64800	18	0.901841859894908		s272	8	1
H3	s272	39	1.03340005874634	18	68400	19	0.904793704136129		s272	8	0
H3	s272	41	1.05079996585846	19	72000	20	0.906477270773306		s272	8	1
H4	s272	3	0.087600000202656	15	3600	1	0.00892664374984417		s272	8	0
H4	s272	5	0.087999999523163	18	7200	2	0.0154602222269514		s272	8	0
H4	s272	7	0.089599996805191	18	10800	3	0.0266335385229039		s272	8	0
H4	s272	9	0.098300002515316	19	14400	4	0.0454686899301071		s272	8	0.5
H4	s272	11	0.122599996626377	19	18000	5	0.0764629902478029		s272	8	1
H4	s272	13	0.174999997019768	19	21600	6	0.125496192847101		s272	8	0.5
H4	s272	15	0.283699989318848	18	25200	7	0.198432056254368		s272	8	-0.5
H4	s272	17	0.402999997138977	18	28800	8	0.297552930205834		s272	8	0.5
H4	s272	19	0.542100012302399	18	32400	9	0.416924544255743		s272	8	0.5
H4	s272	21	0.666800022125244	18	36000	10	0.541422957068566		s272	8	0.5
H4	s272	23	0.742200016975403	27	39600	11	0.653228020216706		s272	8	9.5
H4	s272	25	0.799399971961975	18	43200	12	0.740926083436059		s272	8	0
H4	s272	27	0.849900007247925	18	46800	13	0.802694396645517		s272	8	0.5
H4	s272	29	0.889999985694885	18	50400	14	0.842974990185115		s272	8	1
H4	s272	31	0.919200003147125	18	54000	15	0.867939639335802		s272	8	0
H4	s272	33	0.952499985694885	18	57600	16	0.882927025621843		s272	8	0
H4	s272	35	0.984000027179718	18	61200	17	0.89175317668676		s272	8	0
H4	s272	37	1.00569999217987	18	64800	18	0.896892158570051		s272	8	1
