Well	Strain	Hour	OD600_fit
D5	s245	10	0.0144427658478811
D5	s245	11	0.0257050918881241
D5	s245	12	0.0451793539015507
D5	s245	13	0.0777318273082434
D5	s245	14	0.129182474794936
D5	s245	15	0.203718357983933
D5	s245	16	0.299118281373717
D5	s245	17	0.403590903654361
D5	s245	18	0.500152724124441
D5	s245	19	0.576381182476286
D5	s245	20	0.62940726148985
D6	s245	1	4.15727725649728e-05
D6	s245	2	7.85668349852505e-05
D6	s245	3	0.000148473689453925
D6	s245	4	0.000280557512096553
D6	s245	5	0.000530057292347702
D6	s245	6	0.00100112594959241
D6	s245	7	0.00188973034567673
D6	s245	8	0.00356312241902968
D6	s245	9	0.00670438227754428
D6	s245	10	0.012565997709456
D6	s245	11	0.0233829576089613
D6	s245	12	0.0429411851871341
D6	s245	13	0.077033558869928
D6	s245	14	0.132834455609818
D6	s245	15	0.215386218590006
D6	s245	16	0.320908458551476
D6	s245	17	0.433205137672708
D6	s245	18	0.531640468657346
D6	s245	19	0.60429327481092
D6	s245	20	0.651393736497218
D7	s245	1	2.03959303900802e-05
D7	s245	2	3.92812292866786e-05
D7	s245	3	7.56512229288957e-05
D7	s245	4	0.000145688842872088
D7	s245	5	0.000280541478089189
D7	s245	6	0.000540121815892105
D7	s245	7	0.00103953667291966
D7	s245	8	0.00199942957871502
D7	s245	9	0.00384088493360815
D7	s245	10	0.00736071993701252
D7	s245	11	0.0140422122445548
D7	s245	12	0.0265600325162775
D7	s245	13	0.0494461959365196
D7	s245	14	0.0894784051230239
D7	s245	15	0.154369499499388
D7	s245	16	0.247602210265045
D7	s245	17	0.360717365742951
D7	s245	18	0.472885402326154
D7	s245	19	0.56393500401317
D7	s245	20	0.626573463891508
D8	s245	1	5.46584332664631e-05
D8	s245	2	8.07679229854109e-05
D8	s245	3	0.000119349512846503
D8	s245	4	0.000176360932533066
D8	s245	5	0.000260605827215962
D8	s245	6	0.000385093207441339
D8	s245	7	0.000569046287237403
D8	s245	8	0.000840870913161689
D8	s245	9	0.00124254196605515
D8	s245	10	0.00183608507914924
D8	s245	11	0.00271315457274566
D8	s245	12	0.00400918662020814
D8	s245	13	0.00592431316237459
D8	s245	14	0.0087542660749792
D8	s245	15	0.0129360437775009
D8	s245	16	0.019115392071152
D8	s245	17	0.0282465195207144
D8	s245	18	0.041739445311556
D8	s245	19	0.0616777328523224
D8	s245	20	0.0911402312472542
D9	s246	1	5.23961449329791e-07
D9	s246	2	1.10000446645088e-06
D9	s246	3	2.30934609399052e-06
D9	s246	4	4.84822168167789e-06
D9	s246	5	1.01782600398103e-05
D9	s246	6	2.13677913520569e-05
D9	s246	7	4.48575211128088e-05
D9	s246	8	9.41648798773853e-05
D9	s246	9	0.000197649888127021
D9	s246	10	0.000414770168945845
D9	s246	11	0.000869992865123287
D9	s246	12	0.00182305198999358
D9	s246	13	0.00381236404470048
D9	s246	14	0.00793856275724418
D9	s246	15	0.0163863271142503
D9	s246	16	0.033229830743888
D9	s246	17	0.0651074525482784
D9	s246	18	0.119890677758476
D9	s246	19	0.200082596432319
D9	s246	20	0.293635776468328
D10	s246	1	4.88740534332282e-06
D10	s246	2	9.95883451009643e-06
D10	s246	3	2.02924828206148e-05
D10	s246	4	4.13480237948656e-05
D10	s246	5	8.42480504855386e-05
D10	s246	6	0.000171646710837127
D10	s246	7	0.00034966411614611
D10	s246	8	0.000712105544808955
D10	s246	9	0.00144940187415586
D10	s246	10	0.00294664274802835
D10	s246	11	0.00597641647990815
D10	s246	12	0.0120638752771205
D10	s246	13	0.0241217339016604
D10	s246	14	0.0473450689183966
D10	s246	15	0.0897501195391229
D10	s246	16	0.160139686122938
D10	s246	17	0.260344335778195
D10	s246	18	0.375722103182423
D10	s246	19	0.480150271857631
D10	s246	20	0.555987495760627
D11	s246	1	5.70072053758176e-06
D11	s246	2	1.18160747550664e-05
D11	s246	3	2.44913392189196e-05
D11	s246	4	5.07625212438529e-05
D11	s246	5	0.000105209728766903
D11	s246	6	0.000218037629555393
D11	s246	7	0.000451783115623134
D11	s246	8	0.000935769851940851
D11	s246	9	0.00193677000586435
D11	s246	10	0.0040022592893013
D11	s246	11	0.0082438268009351
D11	s246	12	0.016868809235892
D11	s246	13	0.0340616525033755
D11	s246	14	0.0670132669564018
D11	s246	15	0.125664265504448
D11	s246	16	0.217505419513198
D11	s246	17	0.335965847017825
D11	s246	18	0.455706291986358
D11	s246	19	0.550335681432708
D11	s246	20	0.611608389742999
D12	s246	1	1.46066052420575e-05
D12	s246	2	2.97652810575865e-05
D12	s246	3	6.06542025725547e-05
D12	s246	4	0.000123592428823842
D12	s246	5	0.000251815355998535
D12	s246	6	0.00051296743833161
D12	s246	7	0.00104454916567669
D12	s246	8	0.00212532421978245
D12	s246	9	0.00431743100427585
D12	s246	10	0.00874212831285873
D12	s246	11	0.0175865190814033
D12	s246	12	0.0349254749801815
D12	s246	13	0.0676598363092857
D12	s246	14	0.125279676359715
D12	s246	15	0.215219701674829
D12	s246	16	0.332278681948088
D12	s246	17	0.453253034565035
D12	s246	18	0.55184397457547
D12	s246	19	0.617786330033626
D12	s246	20	0.656268502979765
E1	s247s	1	0.00991195877652959
E1	s247s	2	0.016675885117138
E1	s247s	3	0.0279016848541431
E1	s247s	4	0.0462634123319278
E1	s247s	5	0.0755936853734844
E1	s247s	6	0.120715898655993
E1	s247s	7	0.18626892873966
E1	s247s	8	0.273991950203678
E1	s247s	9	0.37931407159075
E1	s247s	10	0.490473008893222
E1	s247s	11	0.592917092292751
E1	s247s	12	0.676186558483086
E1	s247s	13	0.737230502435396
E1	s247s	14	0.778676298547975
E1	s247s	15	0.805370719561581
E1	s247s	16	0.821984741696942
E1	s247s	17	0.832105305770588
E1	s247s	18	0.838189889329718
E1	s247s	19	0.841819155757243
E1	s247s	20	0.843973687113557
E2	s247s	1	0.00658026068704162
E2	s247s	2	0.0112283821938727
E2	s247s	3	0.0190862087721739
E2	s247s	4	0.0322337470000832
E2	s247s	5	0.0538565255945129
E2	s247s	6	0.0884307456766655
E2	s247s	7	0.141300278694275
E2	s247s	8	0.216870598937295
E2	s247s	9	0.3150880217442
E2	s247s	10	0.428084799398036
E2	s247s	11	0.54120638154145
E2	s247s	12	0.639735476951251
E2	s247s	13	0.715674601872392
E2	s247s	14	0.768869000110732
E2	s247s	15	0.803685476146936
E2	s247s	16	0.825471755864909
E2	s247s	17	0.838723224739827
E2	s247s	18	0.846644798008783
E2	s247s	19	0.85133120197436
E2	s247s	20	0.854086628256462
E3	s247s	1	0.00682282243126046
E3	s247s	2	0.01141170737544
E3	s247s	3	0.0190175607809378
E3	s247s	4	0.0315027833015905
E3	s247s	5	0.0516763998319224
E3	s247s	6	0.0834552920596374
E3	s247s	7	0.131565731972518
E3	s247s	8	0.200190033301547
E3	s247s	9	0.290197594714155
E3	s247s	10	0.396095207068216
E3	s247s	11	0.505863122780078
E3	s247s	12	0.605670402608457
E3	s247s	13	0.686173623342294
E3	s247s	14	0.745060494277452
E3	s247s	15	0.785126313636723
E3	s247s	16	0.811061311428854
E3	s247s	17	0.82731178152056
E3	s247s	18	0.837287330381562
E3	s247s	19	0.843334013999214
E3	s247s	20	0.846971165476337
E4	s247s	1	0.0074422200701109
E4	s247s	2	0.0123175622128308
E4	s247s	3	0.0203096987690297
E4	s247s	4	0.0332813806009587
E4	s247s	5	0.0539986513466372
E4	s247s	6	0.0862499115517881
E4	s247s	7	0.134507757215263
E4	s247s	8	0.202601864894749
E4	s247s	9	0.291137226391712
E4	s247s	10	0.394762613070293
E4	s247s	11	0.502120262412275
E4	s247s	12	0.600165048030348
E4	s247s	13	0.67991453593435
E4	s247s	14	0.73889331287455
E4	s247s	15	0.779511524622317
E4	s247s	16	0.806131127807048
E4	s247s	17	0.823013871004102
E4	s247s	18	0.833499622314972
E4	s247s	19	0.839927849286094
E4	s247s	20	0.843837169719889
E5	s247s	1	0.00827239095391371
E5	s247s	2	0.01351254402799
E5	s247s	3	0.0219850315136002
E5	s247s	4	0.0355432117939791
E5	s247s	5	0.0568859587089252
E5	s247s	6	0.0896282992912845
E5	s247s	7	0.137925186477984
E5	s247s	8	0.205193031192582
E5	s247s	9	0.291762378974766
E5	s247s	10	0.392506375306436
E5	s247s	11	0.496886557845211
E5	s247s	12	0.592792352981199
E5	s247s	13	0.671661877440898
E5	s247s	14	0.730816086063897
E5	s247s	15	0.772190345961744
E5	s247s	16	0.799735121003955
E5	s247s	17	0.817475401249939
E5	s247s	18	0.82865846496811
E5	s247s	19	0.835612904985915
E5	s247s	20	0.839901210541205
E6	s247s	1	0.00898396378792858
E6	s247s	2	0.0146476079868338
E6	s247s	3	0.02378102673908
E6	s247s	4	0.0383488035537371
E6	s247s	5	0.0611815330948644
E6	s247s	6	0.0960053345130522
E6	s247s	7	0.146968228252982
E6	s247s	8	0.217214272203674
E6	s247s	9	0.306448280145656
E6	s247s	10	0.408747383419458
E6	s247s	11	0.513096413429294
E6	s247s	12	0.607594254929203
E6	s247s	13	0.684382870874296
E6	s247s	14	0.741471902804229
E6	s247s	15	0.78117040562669
E6	s247s	16	0.807509564607067
E6	s247s	17	0.824444850418533
E6	s247s	18	0.835114886294133
E6	s247s	19	0.841751753046562
E6	s247s	20	0.845847032118259
E7	s247s	1	0.00757174368387721
E7	s247s	2	0.0124323784539905
E7	s247s	3	0.0203380852105122
E7	s247s	4	0.0330728846020533
E7	s247s	5	0.0532706703233878
E7	s247s	6	0.0845295941347161
E7	s247s	7	0.131118645534568
E7	s247s	8	0.196798100399869
E7	s247s	9	0.282479223136332
E7	s247s	10	0.383611383970581
E7	s247s	11	0.48979286670852
E7	s247s	12	0.588415053204932
E7	s247s	13	0.670119989842307
E7	s247s	14	0.731636770615984
E7	s247s	15	0.774700161819446
E7	s247s	16	0.803331459416445
E7	s247s	17	0.821720759360249
E7	s247s	18	0.833270978696579
E7	s247s	19	0.840424140430317
E7	s247s	20	0.84481558350826
E8	s247s	1	0.00817611180829054
E8	s247s	2	0.0131945494478281
E8	s247s	3	0.021214796301733
E8	s247s	4	0.0339103946450904
E8	s247s	5	0.0537056742535708
E8	s247s	6	0.0838557929107874
E8	s247s	7	0.128176147420932
E8	s247s	8	0.190041135120641
E8	s247s	9	0.270436281987657
E8	s247s	10	0.365731688647161
E8	s247s	11	0.467112469341576
E8	s247s	12	0.563284290116654
E8	s247s	13	0.645087892229725
E8	s247s	14	0.708458258174455
E8	s247s	15	0.754084477624068
E8	s247s	16	0.785232138954435
E8	s247s	17	0.805730658251918
E8	s247s	18	0.818897485002248
E8	s247s	19	0.827223578746851
E8	s247s	20	0.832436607121958
E9	s247s	1	0.00726417824416805
E9	s247s	2	0.0119399644805498
E9	s247s	3	0.0195546417607959
E9	s247s	4	0.0318384885783403
E9	s247s	5	0.0513548951322183
E9	s247s	6	0.08162391038885
E9	s247s	7	0.126858312990757
E9	s247s	8	0.19083970412951
E9	s247s	9	0.274636242236402
E9	s247s	10	0.373979569511804
E9	s247s	11	0.478745180551423
E9	s247s	12	0.576436459925485
E9	s247s	13	0.65761827084583
E9	s247s	14	0.718865803673479
E9	s247s	15	0.761788041960157
E9	s247s	16	0.790336322792126
E9	s247s	17	0.808670045023029
E9	s247s	18	0.820180207973852
E9	s247s	19	0.827303958467351
E9	s247s	20	0.831674004623897
E10	s247s	1	0.00647265958862651
E10	s247s	2	0.010702606909224
E10	s247s	3	0.0176386754717681
E10	s247s	4	0.0289139210424795
E10	s247s	5	0.0469870559218131
E10	s247s	6	0.0753137599412329
E10	s247s	7	0.118186446905087
E10	s247s	8	0.179760093453548
E10	s247s	9	0.261845933649712
E10	s247s	10	0.36105253672326
E10	s247s	11	0.467670358643469
E10	s247s	12	0.56872519121207
E10	s247s	13	0.65372266101574
E10	s247s	14	0.718320339776993
E10	s247s	15	0.763731132459925
E10	s247s	16	0.793932001680365
E10	s247s	17	0.813283569794177
E10	s247s	18	0.825389184435944
E10	s247s	19	0.83284862287537
E10	s247s	20	0.837402452783008
E11	s247s	1	0.00483518648298502
E11	s247s	2	0.00809062346137546
E11	s247s	3	0.0135033001387248
E11	s247s	4	0.0224417742406502
E11	s247s	5	0.0370383617539043
E11	s247s	6	0.0604442599646611
E11	s247s	7	0.0969010096030338
E11	s247s	8	0.151192005799148
E11	s247s	9	0.22686557282218
E11	s247s	10	0.323162502592778
E11	s247s	11	0.432445072217824
E11	s247s	12	0.541455739545557
E11	s247s	13	0.637064464747132
E11	s247s	14	0.711904196050237
E11	s247s	15	0.765438908453935
E11	s247s	16	0.801313977056829
E11	s247s	17	0.824315237458634
E11	s247s	18	0.838647154828377
E11	s247s	19	0.847418883837918
E11	s247s	20	0.852728865161419
E12	empty	1	0.0024991258424718
E12	empty	2	0.00190025433813681
E12	empty	3	0.0015701355289433
E12	empty	4	0.00136246639905896
E12	empty	5	0.0012207999785169
E12	empty	6	0.00111873947894873
E12	empty	7	0.00104228756885977
E12	empty	8	0.000983329141378668
E12	empty	9	0.000936833896939523
E12	empty	10	0.000899516910625965
E12	empty	11	0.000869141506609868
E12	empty	12	0.000844131688114678
E12	empty	13	0.000823344803577032
E12	empty	14	0.000805932137184555
E12	empty	15	0.000791250146653353
E12	empty	16	0.000778802100627184
E12	empty	17	0.00076819861848723
E12	empty	18	0.000759130329668242
E12	empty	19	0.000751348515420139
E12	empty	20	0.000744651134848536
F1	s247s	1	0.00769513707013016
F1	s247s	2	0.0132929616452881
F1	s247s	3	0.0228538669950972
F1	s247s	4	0.0389752677170213
F1	s247s	5	0.0655791749862574
F1	s247s	6	0.1079577809447
F1	s247s	7	0.171807557203315
F1	s247s	8	0.26036480390712
F1	s247s	9	0.370060997051509
F1	s247s	10	0.488397636845018
F1	s247s	11	0.598453358583984
F1	s247s	12	0.687554342695926
F1	s247s	13	0.751937186273198
F1	s247s	14	0.794735029075718
F1	s247s	15	0.82162884275738
F1	s247s	16	0.837935962685529
F1	s247s	17	0.847610592651455
F1	s247s	18	0.853276240603407
F1	s247s	19	0.856568938835532
F1	s247s	20	0.858474074296145
F2	s247s	1	0.00693498485341119
F2	s247s	2	0.0121310057663186
F2	s247s	3	0.0211237178465113
F2	s247s	4	0.03649574057501
F2	s247s	5	0.0622243168620397
F2	s247s	6	0.103804230795666
F2	s247s	7	0.167339971383871
F2	s247s	8	0.256567744929678
F2	s247s	9	0.368085505481166
F2	s247s	10	0.488803217612607
F2	s247s	11	0.600749810359679
F2	s247s	12	0.6906188757781
F2	s247s	13	0.75477353529751
F2	s247s	14	0.796831802587678
F2	s247s	15	0.822885482337598
F2	s247s	16	0.838462379408121
F2	s247s	17	0.84757863532081
F2	s247s	18	0.852847282962775
F2	s247s	19	0.855870170578554
F2	s247s	20	0.857597316781549
F3	s247s	1	0.00437621027735969
F3	s247s	2	0.00746638674795394
F3	s247s	3	0.0127056240478145
F3	s247s	4	0.0215267155984741
F3	s247s	5	0.0362053724143843
F3	s247s	6	0.0601612755534705
F3	s247s	7	0.0980448976722833
F3	s247s	8	0.155066499346194
F3	s247s	9	0.234816304964921
F3	s247s	10	0.335610048364643
F3	s247s	11	0.447876697842827
F3	s247s	12	0.556607262639937
F3	s247s	13	0.64855152434967
F3	s247s	14	0.717792229603608
F3	s247s	15	0.765518753210084
F3	s247s	16	0.79644326573771
F3	s247s	17	0.815685556347278
F3	s247s	18	0.827358561009085
F3	s247s	19	0.834331008309798
F3	s247s	20	0.838457294933351
F4	s247s	1	0.00559404970912688
F4	s247s	2	0.00952533091717738
F4	s247s	3	0.0161664088885205
F4	s247s	4	0.027287158022572
F4	s247s	5	0.0456385883147105
F4	s247s	6	0.0752024131324984
F4	s247s	7	0.121031985797535
F4	s247s	8	0.188005195530271
F4	s247s	9	0.277891476427024
F4	s247s	10	0.385678410912651
F4	s247s	11	0.498762639577909
F4	s247s	12	0.601929315378
F4	s247s	13	0.684718762414386
F4	s247s	14	0.744581857592496
F4	s247s	15	0.784683162446247
F4	s247s	16	0.810189608721964
F4	s247s	17	0.825882063494424
F4	s247s	18	0.835339742986873
F4	s247s	19	0.840969165709134
F4	s247s	20	0.844295088870524
F5	s247s	1	0.00502699692067002
F5	s247s	2	0.00829908884419837
F5	s247s	3	0.0136659762063388
F5	s247s	4	0.0224095885058161
F5	s247s	5	0.0364991737508672
F5	s247s	6	0.0588070862561565
F5	s247s	7	0.0931608450697983
F5	s247s	8	0.143868812580664
F5	s247s	9	0.214219110113965
F5	s247s	10	0.303869251587417
F5	s247s	11	0.406512888420397
F5	s247s	12	0.510568117779888
F5	s247s	13	0.603821123037074
F5	s247s	14	0.67860174258572
F5	s247s	15	0.733402708111487
F5	s247s	16	0.770966887804885
F5	s247s	17	0.795551574811125
F5	s247s	18	0.811157850587037
F5	s247s	19	0.820873506374958
F5	s247s	20	0.826848779724822
F6	s247s	1	0.00680340706025412
F6	s247s	2	0.0114940134217031
F6	s247s	3	0.019344251095228
F6	s247s	4	0.0323489172397961
F6	s247s	5	0.0535319956321473
F6	s247s	6	0.0871063277959065
F6	s247s	7	0.13808133188333
F6	s247s	8	0.210636804287705
F6	s247s	9	0.304956205437391
F6	s247s	10	0.414100447824923
F6	s247s	11	0.524619173074863
F6	s247s	12	0.622393161658508
F6	s247s	13	0.699082691669412
F6	s247s	14	0.753749898348742
F6	s247s	15	0.79011782532298
F6	s247s	16	0.81321314745148
F6	s247s	17	0.827449609429566
F6	s247s	18	0.836064821740577
F6	s247s	19	0.841220223161194
F6	s247s	20	0.844284582903837
F7	s247s	1	0.00623526148187775
F7	s247s	2	0.010543662391513
F7	s247s	3	0.0177661330211364
F7	s247s	4	0.0297599735810059
F7	s247s	5	0.0493686327840469
F7	s247s	6	0.0806224168289109
F7	s247s	7	0.128474329864152
F7	s247s	8	0.197410018387954
F7	s247s	9	0.288479893944795
F7	s247s	10	0.395946488399557
F7	s247s	11	0.50708682266941
F7	s247s	12	0.607395418674572
F7	s247s	13	0.687396233776759
F7	s247s	14	0.745138141892867
F7	s247s	15	0.783878550840267
F7	s247s	16	0.808612842511281
F7	s247s	17	0.823908247611952
F7	s247s	18	0.833180621740404
F7	s247s	19	0.83873413549292
F7	s247s	20	0.842036240742832
F8	s247s	1	0.00457367687834004
F8	s247s	2	0.00770242751706618
F8	s247s	3	0.0129380584364416
F8	s247s	4	0.0216392272601564
F8	s247s	5	0.0359357075809462
F8	s247s	6	0.0589907341725512
F8	s247s	7	0.0950726340107656
F8	s247s	8	0.148976089968385
F8	s247s	9	0.224157066353522
F8	s247s	10	0.319552646086516
F8	s247s	11	0.42706694232508
F8	s247s	12	0.533187096550953
F8	s247s	13	0.625067595587611
F8	s247s	14	0.696018682916904
F8	s247s	15	0.746118275187134
F8	s247s	16	0.779301073868825
F8	s247s	17	0.800357456975052
F8	s247s	18	0.813357792899914
F8	s247s	19	0.821248934589542
F8	s247s	20	0.825989467460071
F9	s247s	1	0.00525488275025402
F9	s247s	2	0.00886575539248976
F9	s247s	3	0.0149137644746557
F9	s247s	4	0.0249644120915817
F9	s247s	5	0.0414501812365261
F9	s247s	6	0.0679210581001096
F9	s247s	7	0.109003818972153
F9	s247s	8	0.169515801121925
F9	s247s	9	0.252114584034218
F9	s247s	10	0.353878448217701
F9	s247s	11	0.464539329090248
F9	s247s	12	0.569672949565574
F9	s247s	13	0.657491272307291
F9	s247s	14	0.723295086773237
F9	s247s	15	0.768699013540371
F9	s247s	16	0.798272680648169
F9	s247s	17	0.816818692714873
F9	s247s	18	0.828173946611243
F9	s247s	19	0.83502483015167
F9	s247s	20	0.839121451827612
F10	s247s	1	0.00524629805738674
F10	s247s	2	0.00893816148600721
F10	s247s	3	0.0151819601734351
F10	s247s	4	0.0256561548349615
F10	s247s	5	0.0429895788807647
F10	s247s	6	0.0710383711972783
F10	s247s	7	0.114820811734185
F10	s247s	8	0.179461655991807
F10	s247s	9	0.267459735993756
F10	s247s	10	0.374892467481449
F10	s247s	11	0.489895756692243
F10	s247s	12	0.596909758251895
F10	s247s	13	0.684265152285747
F10	s247s	14	0.748262730600643
F10	s247s	15	0.791527406205315
F10	s247s	16	0.819209747994437
F10	s247s	17	0.836303169030528
F10	s247s	18	0.846627324536632
F10	s247s	19	0.85277988828493
F10	s247s	20	0.856417175427666
F11	s247s	1	0.00540346218978392
F11	s247s	2	0.0093026505598551
F11	s247s	3	0.0159627459412525
F11	s247s	4	0.0272377062088894
F11	s247s	5	0.0460401936944767
F11	s247s	6	0.0766226885454922
F11	s247s	7	0.124400926980685
F11	s247s	8	0.194538076649803
F11	s247s	9	0.288624974999293
F11	s247s	10	0.400666250273248
F11	s247s	11	0.516620447676071
F11	s247s	12	0.620438592568068
F11	s247s	13	0.702005274467183
F11	s247s	14	0.759756206261785
F11	s247s	15	0.797698918453318
F11	s247s	16	0.821417505668129
F11	s247s	17	0.8357861478689
F11	s247s	18	0.844325649120895
F11	s247s	19	0.849343194355524
F11	s247s	20	0.852271592172374
F12	s247s	1	0.00678211476166843
F12	s247s	2	0.0118394469134483
F12	s247s	3	0.0205763737428221
F12	s247s	4	0.0354890253349908
F12	s247s	5	0.0604259637632346
F12	s247s	6	0.100728896908988
F12	s247s	7	0.162411652910772
F12	s247s	8	0.249362663909964
F12	s247s	9	0.358719505012967
F12	s247s	10	0.478112241584662
F12	s247s	11	0.589912888058518
F12	s247s	12	0.680526395532555
F12	s247s	13	0.745754450101661
F12	s247s	14	0.788806459322317
F12	s247s	15	0.815617752158848
F12	s247s	16	0.831715140472381
F12	s247s	17	0.841168480007345
F12	s247s	18	0.846648057598422
F12	s247s	19	0.849800262693562
F12	s247s	20	0.851605705053604
G1	s247s	1	0.00841034059529775
G1	s247s	2	0.0143562913085471
G1	s247s	3	0.0243869467010657
G1	s247s	4	0.0410894480624705
G1	s247s	5	0.0683074582374953
G1	s247s	6	0.111137877071024
G1	s247s	7	0.174963673946568
G1	s247s	8	0.262754298499353
G1	s247s	9	0.371080157445012
G1	s247s	10	0.488169410043225
G1	s247s	11	0.597935378083055
G1	s247s	12	0.687927378100612
G1	s247s	13	0.753943934311926
G1	s247s	14	0.798526359395225
G1	s247s	15	0.826976333677668
G1	s247s	16	0.844480704796875
G1	s247s	17	0.855009741860459
G1	s247s	18	0.861257092688941
G1	s247s	19	0.864933908847332
G1	s247s	20	0.867087514571974
G2	s247s	1	0.00655421663253245
G2	s247s	2	0.0112952054329819
G2	s247s	3	0.0193886652156705
G2	s247s	4	0.033058399148619
G2	s247s	5	0.0557350319678596
G2	s247s	6	0.0922542257067142
G2	s247s	7	0.148347610101196
G2	s247s	8	0.228537896674795
G2	s247s	9	0.332151089378729
G2	s247s	10	0.44984643065546
G2	s247s	11	0.565478350892275
G2	s247s	12	0.663970178556862
G2	s247s	13	0.738165424054043
G2	s247s	14	0.789047999960018
G2	s247s	15	0.821735805435469
G2	s247s	16	0.84186198789616
G2	s247s	17	0.853931519111579
G2	s247s	18	0.861055434910872
G2	s247s	19	0.865220874941904
G2	s247s	20	0.86764306958805
G3	s247s	1	0.0069329874826086
G3	s247s	2	0.0121278821433884
G3	s247s	3	0.0211202367541569
G3	s247s	4	0.0364969394222053
G3	s247s	5	0.0622493177017068
G3	s247s	6	0.10391162949373
G3	s247s	7	0.167680717475533
G3	s247s	8	0.257459364587792
G3	s247s	9	0.370037475036877
G3	s247s	10	0.492374954609003
G3	s247s	11	0.606267862187772
G3	s247s	12	0.698012876753788
G3	s247s	13	0.763679944706649
G3	s247s	14	0.806809345468945
G3	s247s	15	0.833558905760185
G3	s247s	16	0.849564071584438
G3	s247s	17	0.858935433585071
G3	s247s	18	0.864353147994198
G3	s247s	19	0.867462174670865
G3	s247s	20	0.869238778674305
G4	s247s	1	0.00705870467847801
G4	s247s	2	0.0119175620734924
G4	s247s	3	0.020042631303498
G4	s247s	4	0.0334890001851357
G4	s247s	5	0.0553634069509448
G4	s247s	6	0.0899746840359886
G4	s247s	7	0.142405147419352
G4	s247s	8	0.216811201627499
G4	s247s	9	0.313181075243035
G4	s247s	10	0.42423338899123
G4	s247s	11	0.536210939317242
G4	s247s	12	0.634906893614717
G4	s247s	13	0.712097875022722
G4	s247s	14	0.767017148838627
G4	s247s	15	0.803512797442652
G4	s247s	16	0.826677971602256
G4	s247s	17	0.840956367746187
G4	s247s	18	0.84959848155684
G4	s247s	19	0.854771688348491
G4	s247s	20	0.85784792405061
G5	s247s	1	0.00621159059077867
G5	s247s	2	0.0106727430750563
G5	s247s	3	0.0182692195815392
G5	s247s	4	0.0310744578310001
G5	s247s	5	0.0522965886055917
G5	s247s	6	0.086497403775791
G5	s247s	7	0.139203570444478
G5	s247s	8	0.215079853935118
G5	s247s	9	0.314249322106224
G5	s247s	10	0.428686096719385
G5	s247s	11	0.543213619882648
G5	s247s	12	0.642608738364838
G5	s247s	13	0.718750030057554
G5	s247s	14	0.77168748121573
G5	s247s	15	0.80605910073738
G5	s247s	16	0.82739542559708
G5	s247s	17	0.840272609418852
G5	s247s	18	0.847912848606604
G5	s247s	19	0.852400077125485
G5	s247s	20	0.85501977428196
G6	s247s	1	0.00586733927709281
G6	s247s	2	0.00998905203893454
G6	s247s	3	0.016949026479464
G6	s247s	4	0.0285960875480492
G6	s247s	5	0.0477952805988198
G6	s247s	6	0.0786710360663608
G6	s247s	7	0.12640423972731
G6	s247s	8	0.195877240107474
G6	s247s	9	0.288597092485381
G6	s247s	10	0.399002637952441
G6	s247s	11	0.513931988310599
G6	s247s	12	0.617986391340151
G6	s247s	13	0.700945792974551
G6	s247s	14	0.760634039639395
G6	s247s	15	0.800479704610387
G6	s247s	16	0.82576620889642
G6	s247s	17	0.841301394409014
G6	s247s	18	0.850656309056352
G6	s247s	19	0.856221766293724
G6	s247s	20	0.859508946322709
G7	s247s	1	0.00537297218785441
G7	s247s	2	0.00930053530603411
G7	s247s	3	0.0160453339366424
G7	s247s	4	0.027523674355767
G7	s247s	5	0.0467595763542982
G7	s247s	6	0.0781801720163406
G7	s247s	7	0.12741567019474
G7	s247s	8	0.199759319421778
G7	s247s	9	0.296600837764502
G7	s247s	10	0.411250444016367
G7	s247s	11	0.528793838273421
G7	s247s	12	0.632803122764437
G7	s247s	13	0.713507253221805
G7	s247s	14	0.769977099433598
G7	s247s	15	0.806691579628325
G7	s247s	16	0.829434881624252
G7	s247s	17	0.843103945198101
G7	s247s	18	0.851170436057685
G7	s247s	19	0.855879425954351
G7	s247s	20	0.858611040041138
G8	s247s	1	0.00656915269081164
G8	s247s	2	0.0112913023503067
G8	s247s	3	0.019331097563969
G8	s247s	4	0.0328739912199235
G8	s247s	5	0.0552814377317151
G8	s247s	6	0.0912784250497727
G8	s247s	7	0.14645385313026
G8	s247s	8	0.225220839527403
G8	s247s	9	0.326962716018763
G8	s247s	10	0.44265869062102
G8	s247s	11	0.556613228275149
G8	s247s	12	0.654025953787941
G8	s247s	13	0.727710968699645
G8	s247s	14	0.778453852925912
G8	s247s	15	0.811179738356308
G8	s247s	16	0.831401902467679
G8	s247s	17	0.84356906372876
G8	s247s	18	0.850772668267926
G8	s247s	19	0.854996940151309
G8	s247s	20	0.857460200908155
G9	s247s	1	0.00608736018470126
G9	s247s	2	0.0104634534172577
G9	s247s	3	0.0179188982659389
G9	s247s	4	0.030494300430614
G9	s247s	5	0.0513525035020881
G9	s247s	6	0.0850037291749443
G9	s247s	7	0.136940677836926
G9	s247s	8	0.21185953880252
G9	s247s	9	0.310025459438358
G9	s247s	10	0.423633013579763
G9	s247s	11	0.537664872831048
G9	s247s	12	0.636885633475171
G9	s247s	13	0.713042878780171
G9	s247s	14	0.766060145535608
G9	s247s	15	0.800508818737173
G9	s247s	16	0.821899925915231
G9	s247s	17	0.834810928265073
G9	s247s	18	0.842470427470567
G9	s247s	19	0.846968060050814
G9	s247s	20	0.849593154932772
