AB19606,AB030,genes,STRING_names,gene_orthologs,unique_name,citation,gene_name,type,condition,medLFC,FDR,gene_name_stylized,Pathway
GO593_05430,IX87_13620,guaB,IX87_13620,guaB,guaB,"",guaB,mismatch,fosfomycin_T2_1 - none_T2_1a,1.08100315230591,0.952274677716776,italic('guaB'),
GO593_02105,IX87_09635,gyrA,gyrA,gyrA,gyrA,"",gyrA,perfect,fosfomycin_T2_1 - none_T2_1a,-0.107230773240001,0.778990004039011,italic('gyrA'),
GO593_02105,IX87_09635,gyrA,gyrA,gyrA,gyrA,"",gyrA,mismatch,fosfomycin_T2_1 - none_T2_1a,0.316453928868406,0.967064482521272,italic('gyrA'),
GO593_06205,IX87_14430,gyrB,gyrB,gyrB,gyrB,"",gyrB,perfect,fosfomycin_T2_1 - none_T2_1a,-0.771520056758164,0.617864102220759,italic('gyrB'),
GO593_06205,IX87_14430,gyrB,gyrB,gyrB,gyrB,"",gyrB,mismatch,fosfomycin_T2_1 - none_T2_1a,0.302385612928134,0.999999983603573,italic('gyrB'),
GO593_10375,IX87_18515,hemA,AIL80524.1,hemA,hemA,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.04140286445282,0.701372197948033,italic('hemA'),
GO593_10375,IX87_18515,hemA,AIL80524.1,hemA,hemA,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0506555248720549,0.999999622275364,italic('hemA'),
GO593_10710,IX87_01620,hemB,hemB,hemB,hemB,"",hemB,perfect,fosfomycin_T2_1 - none_T2_1a,-0.274314703093373,0.999166270810915,italic('hemB'),
GO593_10710,IX87_01620,hemB,hemB,hemB,hemB,"",hemB,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0145935088079908,1,italic('hemB'),
GO593_07835,IX87_15860,hemC,hemC,hemC,hemC,"",hemC,perfect,fosfomycin_T2_1 - none_T2_1a,-1.50497042734279,0.0281343612922438,italic('hemC'),
GO593_07835,IX87_15860,hemC,hemC,hemC,hemC,"",hemC,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.427585126763176,0.999951938714619,italic('hemC'),
GO593_07840,IX87_15865,hemD,AIL80035.1,hemD,hemD,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.499144913088509,0.951351893996874,italic('hemD'),
GO593_07840,IX87_15865,hemD,AIL80035.1,hemD,hemD,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0623652037086251,0.999999999999946,italic('hemD'),
GO593_01090,IX87_08605,hemE,AIL78684.1,hemE,hemE,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.968046122610888,0.0215253781145174,italic('hemE'),
GO593_01090,IX87_08605,hemE,AIL78684.1,hemE,hemE,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.77740699860998,0.115242735318928,italic('hemE'),
GO593_04345,IX87_12280,hemF,hemF,hemF,hemF,"",hemF,perfect,fosfomycin_T2_1 - none_T2_1a,-0.355943225203316,0.999619492753925,italic('hemF'),
GO593_04345,IX87_12280,hemF,hemF,hemF,hemF,"",hemF,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.079417093843214,1,italic('hemF'),
GO593_08405,IX87_16460,hemH,hemH,hemH,hemH,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.34294556124374,0.458201123334094,italic('hemH'),
GO593_08405,IX87_16460,hemH,hemH,hemH,hemH,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0346988234772491,0.99999999995923,italic('hemH'),
GO593_10495,IX87_01855,hemJ,IX87_01855,hemJ,hemJ,"",hemJ,perfect,fosfomycin_T2_1 - none_T2_1a,-0.759401655322515,0.883844549036426,italic('hemJ'),
GO593_10495,IX87_01855,hemJ,IX87_01855,hemJ,hemJ,"",hemJ,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.105720917234263,0.999999999999715,italic('hemJ'),
GO593_01460,IX87_08985,hemL,AIL78755.1,hemL,hemL,"",hemL,perfect,fosfomycin_T2_1 - none_T2_1a,-1.0194606565199,0.0515818725235701,italic('hemL'),
GO593_01460,IX87_08985,hemL,AIL78755.1,hemL,hemL,"",hemL,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0386851295306896,0.999999999997968,italic('hemL'),
GO593_18325,IX87_06545,hfq,hfq,hfq,hfq,"",hfq,perfect,fosfomycin_T2_1 - none_T2_1a,0.42831063505176,0.997926245774843,italic('hfq'),
GO593_18325,IX87_06545,hfq,hfq,hfq,hfq,"",hfq,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.747016996987827,0.999916361922186,italic('hfq'),
GO593_09065,IX87_17115,hisS,AIL80271.1,hisS,hisS,"",hisS,perfect,fosfomycin_T2_1 - none_T2_1a,-0.399365609796536,0.999999999662887,italic('hisS'),tRNA Ligase
GO593_09065,IX87_17115,hisS,AIL80271.1,hisS,hisS,"",hisS,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0505332093854672,1,italic('hisS'),tRNA Ligase
GO593_09140,IX87_17190,holA,holA,holA,holA,"",holA,perfect,fosfomycin_T2_1 - none_T2_1a,-0.691539771468545,0.936617869195653,italic('holA'),
GO593_09140,IX87_17190,holA,holA,holA,holA,"",holA,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.22610048653216,0.998539917555792,italic('holA'),
GO593_15490,IX87_02330,holB,AIL77504.1,holB,holB,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.67160850782442,0.871800267255323,italic('holB'),
GO593_15490,IX87_02330,holB,AIL77504.1,holB,holB,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.193765221914743,0.999999993695195,italic('holB'),
GO593_15740,IX87_18965,hscA,hscA,hscA,hscA,"",hscA,perfect,fosfomycin_T2_1 - none_T2_1a,-2.73628779994382,1.33591118813488e-05,italic('hscA'),
GO593_15740,IX87_18965,hscA,hscA,hscA,hscA,"",hscA,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.157325104546306,0.999048093705291,italic('hscA'),
GO593_15745,IX87_18970,hscB,hscB,hscB,hscB,"",hscB,perfect,fosfomycin_T2_1 - none_T2_1a,-1.25018212441583,0.221427648107481,italic('hscB'),
GO593_15745,IX87_18970,hscB,hscB,hscB,hscB,"",hscB,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.854376484419502,0.997940778604799,italic('hscB'),
GO593_15565,IX87_02255,"ihfB, himD",ihfB,"ihfB, himD",ihfB,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.22531225671036,0.0383442937882707,italic('ihfB'),
GO593_15565,IX87_02255,"ihfB, himD",ihfB,"ihfB, himD",ihfB,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.179816734560737,0.999999164109347,italic('ihfB'),
GO593_06435,IX87_14685,ileS,ileS,ileS,ileS,"",ileS,perfect,fosfomycin_T2_1 - none_T2_1a,-0.53121010830158,0.998708766501929,italic('ileS'),tRNA Ligase
GO593_06435,IX87_14685,ileS,ileS,ileS,ileS,"",ileS,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.252001854579933,0.99999999968243,italic('ileS'),tRNA Ligase
GO593_08615,IX87_16675,infA,infA,infA,infA,"",infA,perfect,fosfomycin_T2_1 - none_T2_1a,0.46632287765069,0.980597837042427,italic('infA'),
GO593_08615,IX87_16675,infA,infA,infA,infA,"",infA,mismatch,fosfomycin_T2_1 - none_T2_1a,0.395321783859924,0.990703920849668,italic('infA'),
GO593_08195,IX87_16250,infB,infB,infB,infB,"",infB,perfect,fosfomycin_T2_1 - none_T2_1a,-0.610707272853984,0.999937819391892,italic('infB'),
GO593_08195,IX87_16250,infB,infB,infB,infB,"",infB,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0481622686651233,1,italic('infB'),
GO593_09390,IX87_17455,infC,infC,infC,infC,"",infC,perfect,fosfomycin_T2_1 - none_T2_1a,-0.251091289224105,0.999982198237951,italic('infC'),
GO593_09390,IX87_17455,infC,infC,infC,infC,"",infC,mismatch,fosfomycin_T2_1 - none_T2_1a,0.196065726103757,0.999992271007227,italic('infC'),
GO593_15750,IX87_18975,iscA,iscA,iscA,iscA,"",iscA,perfect,fosfomycin_T2_1 - none_T2_1a,-0.770208570669393,0.901369465320147,italic('iscA'),
GO593_15750,IX87_18975,iscA,iscA,iscA,iscA,"",iscA,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.304012238221966,0.999999999800599,italic('iscA'),
GO593_15765,IX87_18990,iscR,IX87_18990,iscR,iscR,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-1.17461413150864,0.00357061337608986,italic('iscR'),
GO593_15765,IX87_18990,iscR,IX87_18990,iscR,iscR,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-2.00011503352959,0.692429349719439,italic('iscR'),
GO593_15760,IX87_18985,iscS,IX87_18985,iscS,iscS,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-2.94925877074875,9.55739103595034e-07,italic('iscS'),
GO593_15760,IX87_18985,iscS,IX87_18985,iscS,iscS,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.837960667689487,0.0334133153488182,italic('iscS'),
GO593_02660,IX87_10240,ispB,IX87_10240,ispB,ispB,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.256544408325976,0.999982013759413,italic('ispB'),
GO593_02660,IX87_10240,ispB,IX87_10240,ispB,ispB,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.02872574665042,1,italic('ispB'),
GO593_17290,IX87_20925,"ispD, ygbP",IX87_20925,"ispD, ygbP",ispD,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.14099826782279,0.999840189923022,italic('ispD'),
GO593_17290,IX87_20925,"ispD, ygbP",IX87_20925,"ispD, ygbP",ispD,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0049650427748856,0.999999999629833,italic('ispD'),
GO593_10360,IX87_18500,"ispE, ipk",IX87_18500,ispE,ispE,"",ispE,perfect,fosfomycin_T2_1 - none_T2_1a,-2.08126647100933,0.000327914978078254,italic('ispE'),
GO593_10360,IX87_18500,"ispE, ipk",IX87_18500,ispE,ispE,"",ispE,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.638994069298312,0.970807668153264,italic('ispE'),
GO593_17785,IX87_21705,"ispF, ygbB",ispF,ispF,ispF,"",ispF,perfect,fosfomycin_T2_1 - none_T2_1a,-0.0710389006454312,0.999999013019658,italic('ispF'),
GO593_17785,IX87_21705,"ispF, ygbB",ispF,ispF,ispF,"",ispF,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0115339057659565,0.999999999999451,italic('ispF'),
GO593_09060,IX87_17110,"ispG, gcpE",IX87_17110,ispG,ispG,"",ispG,perfect,fosfomycin_T2_1 - none_T2_1a,-1.23446689933209,0.515813668431443,italic('ispG'),
GO593_09060,IX87_17110,"ispG, gcpE",IX87_17110,ispG,ispG,"",ispG,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0289484576971406,0.99999999937325,italic('ispG'),
GO593_04650,IX87_12635,"ispH, lytB",ispH,ispH,ispH,"",ispH,perfect,fosfomycin_T2_1 - none_T2_1a,-0.74490340023268,0.995613135152309,italic('ispH'),
GO593_04650,IX87_12635,"ispH, lytB",ispH,ispH,ispH,"",ispH,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.282897888075973,0.999565498236092,italic('ispH'),
GO593_03615,IX87_11540,"ispZ, yciB",ispZ,"ispZ, yciB",ispZ,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.17581832146367,0.156349550495876,italic('ispZ'),
GO593_03615,IX87_11540,"ispZ, yciB",ispZ,"ispZ, yciB",ispZ,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.214956992962126,1,italic('ispZ'),
GO593_17310,IX87_20945,kdsA,IX87_20945,kdsA,kdsA,"",kdsA,perfect,fosfomycin_T2_1 - none_T2_1a,0.000717050314804402,0.999990799544627,italic('kdsA'),LPS
GO593_17310,IX87_20945,kdsA,IX87_20945,kdsA,kdsA,"",kdsA,mismatch,fosfomycin_T2_1 - none_T2_1a,0.151415241099867,1,italic('kdsA'),LPS
GO593_15485,IX87_02335,kdsB,IX87_02335,kdsB,kdsB,"",kdsB,perfect,fosfomycin_T2_1 - none_T2_1a,-0.688211135328884,0.686179036189785,italic('kdsB'),LPS
GO593_15485,IX87_02335,kdsB,IX87_02335,kdsB,kdsB,"",kdsB,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.131471017272961,0.999999998182433,italic('kdsB'),LPS
GO593_13535,IX87_04365,kdsC,kdsC,kdsC,kdsC,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.0736720074081521,0.999999662797518,italic('kdsC'),LPS
GO593_13535,IX87_04365,kdsC,kdsC,kdsC,kdsC,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0149219598983404,1,italic('kdsC'),LPS
GO593_13530,IX87_04370,kdsD,kdsD,kdsD,kdsD,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.353810005373497,0.999858856570792,italic('kdsD'),LPS
GO593_13530,IX87_04370,kdsD,kdsD,kdsD,kdsD,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0660249099586366,1,italic('kdsD'),LPS
GO593_05390,IX87_13580,"kdtA, waaA",AIL79601.1,"kdtA, waaA",kdtA,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.263958187239941,0.996000874452103,italic('kdtA'),LPS
GO593_05390,IX87_13580,"kdtA, waaA",AIL79601.1,"kdtA, waaA",kdtA,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0803580021091219,1,italic('kdtA'),LPS
GO593_01765,IX87_09280,lepB,lepB,lepB,lepB,"",lepB,perfect,fosfomycin_T2_1 - none_T2_1a,-0.941646679680388,0.226963035118531,italic('lepB'),
GO593_01765,IX87_09280,lepB,lepB,lepB,lepB,"",lepB,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.108944612141639,0.997607334935309,italic('lepB'),
GO593_09150,IX87_17200,leuS,AIL80288.1,leuS,leuS,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.787783086664505,0.993860076460292,italic('leuS'),tRNA Ligase
GO593_09150,IX87_17200,leuS,AIL80288.1,leuS,leuS,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.232915971668755,0.999999999994162,italic('leuS'),tRNA Ligase
GO593_08815,IX87_16905,lgt,lgt,lgt,lgt,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.03737677496171,0.192386318565279,italic('lgt'),
GO593_08815,IX87_16905,lgt,lgt,lgt,lgt,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0274519431479679,0.999999975493938,italic('lgt'),
GO593_10190,IX87_18330,"ligA, lig",ligA,ligA,ligA,"",ligA,perfect,fosfomycin_T2_1 - none_T2_1a,-0.0266526000166764,0.999999997131047,italic('ligA'),
GO593_10190,IX87_18330,"ligA, lig",ligA,ligA,ligA,"",ligA,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0391362041658369,1,italic('ligA'),
GO593_02590,IX87_10165,lipB,lipB,lipB,lipB,"",lipB,perfect,fosfomycin_T2_1 - none_T2_1a,0.0329662301609722,0.99996498180067,italic('lipB'),
GO593_02590,IX87_10165,lipB,lipB,lipB,lipB,"",lipB,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.00725725159223814,1,italic('lipB'),
GO593_08370,IX87_16425,lnt,lnt,lnt,lnt,"",lnt,mismatch,fosfomycin_T2_1 - none_T2_1a,0.249492431254125,0.0107306768203859,italic('lnt'),
GO593_08370,IX87_16425,lnt,lnt,lnt,lnt,"",lnt,perfect,fosfomycin_T2_1 - none_T2_1a,0.144407204406859,0.96153429117159,italic('lnt'),
GO593_02640,IX87_10215,lolA,lolA,lolA,lolA,"",lolA,perfect,fosfomycin_T2_1 - none_T2_1a,-2.51588490771061,5.13559232981516e-05,italic('lolA'),
GO593_02640,IX87_10215,lolA,lolA,lolA,lolA,"",lolA,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.48390394483853,0.484412250403102,italic('lolA'),
GO593_10365,IX87_18505,lolB,lolB,lolB,lolB,"",lolB,perfect,fosfomycin_T2_1 - none_T2_1a,-0.0854082557983149,0.99998237287408,italic('lolB'),
GO593_10365,IX87_18505,lolB,lolB,lolB,lolB,"",lolB,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.106663553867712,1,italic('lolB'),
GO593_02040,IX87_09570,"lolC, lolE",AIL78869.1,"lolC, lolE",lolCE,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.13838508811191,0.00747838654662788,italic('lolCE'),
GO593_02040,IX87_09570,"lolC, lolE",AIL78869.1,"lolC, lolE",lolCE,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.183216605202027,0.99407494020448,italic('lolCE'),
GO593_02035,IX87_09565,lolD,lolD,lolD,lolD,"",lolD,perfect,fosfomycin_T2_1 - none_T2_1a,-2.76183697446476,2.71405877372772e-12,italic('lolD'),
GO593_02035,IX87_09565,lolD,lolD,lolD,lolD,"",lolD,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.483336549624878,0.296741464813597,italic('lolD'),
GO593_13545,IX87_04355,lptA,lptA,lptA,lptA,"",lptA,perfect,fosfomycin_T2_1 - none_T2_1a,-1.33519468438648,0.112499020780049,italic('lptA'),LPS
GO593_13545,IX87_04355,lptA,lptA,lptA,lptA,"",lptA,mismatch,fosfomycin_T2_1 - none_T2_1a,0.00579715465663823,0.999999999999605,italic('lptA'),LPS
GO593_13550,IX87_04350,lptB,lptB,lptB,lptB,"",lptB,perfect,fosfomycin_T2_1 - none_T2_1a,-0.140672670493658,0.999999999990052,italic('lptB'),LPS
GO593_13550,IX87_04350,lptB,lptB,lptB,lptB,"",lptB,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0053782481408893,1,italic('lptB'),LPS
GO593_13540,IX87_04360,lptC,lptC,lptC,lptC,"",lptC,perfect,fosfomycin_T2_1 - none_T2_1a,-1.13229254192001,0.844247112168093,italic('lptC'),LPS
GO593_13540,IX87_04360,lptC,lptC,lptC,lptC,"",lptC,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0515256353880468,1,italic('lptC'),LPS
GO593_15435,IX87_02385,"ostA, lptD",AIL77515.1,lptD,lptD,"",lptD,perfect,fosfomycin_T2_1 - none_T2_1a,-1.07854084171038,0.61457372464854,italic('lptD'),LPS
GO593_15435,IX87_02385,"ostA, lptD",AIL77515.1,lptD,lptD,"",lptD,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.394210560346301,0.999412054791115,italic('lptD'),LPS
GO593_07680,IX87_15690,lptF,lptF,lptF,lptF,"",lptF,perfect,fosfomycin_T2_1 - none_T2_1a,-0.192774958767677,0.997781905490661,italic('lptF'),LPS
GO593_07680,IX87_15690,lptF,lptF,lptF,lptF,"",lptF,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.348647783632373,0.999972708706055,italic('lptF'),LPS
GO593_07685,IX87_15695,lptG,AIL80002.1,lptG,lptG,"",lptG,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0353314710076469,0.997951543306597,italic('lptG'),LPS
GO593_07685,IX87_15695,lptG,AIL80002.1,lptG,lptG,"",lptG,perfect,fosfomycin_T2_1 - none_T2_1a,-0.215714370863157,0.999995867650503,italic('lptG'),LPS
GO593_17695,IX87_21620,lpxA,lpxA,lpxA,lpxA,"",lpxA,perfect,fosfomycin_T2_1 - none_T2_1a,-0.207393098804076,0.999972121222934,italic('lpxA'),LPS
GO593_17695,IX87_21620,lpxA,lpxA,lpxA,lpxA,"",lpxA,mismatch,fosfomycin_T2_1 - none_T2_1a,0.039643409404302,1,italic('lpxA'),LPS
GO593_15950,IX87_19185,lpxB,lpxB,lpxB,lpxB,"",lpxB,perfect,fosfomycin_T2_1 - none_T2_1a,-0.523289316380634,0.881729449364547,italic('lpxB'),LPS
GO593_15950,IX87_19185,lpxB,lpxB,lpxB,lpxB,"",lpxB,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0367205146285394,0.999999999867115,italic('lpxB'),LPS
GO593_05480,IX87_13680,lpxC,lpxC,lpxC,lpxC,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.860858574983542,0.438722765869769,italic('lpxC'),LPS
GO593_05480,IX87_13680,lpxC,lpxC,lpxC,lpxC,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.603697595023751,0.984437877422587,italic('lpxC'),LPS
GO593_17705,IX87_21630,lpxD,lpxD,lpxD,lpxD,"",lpxD,perfect,fosfomycin_T2_1 - none_T2_1a,-0.399527497094939,0.999999992927263,italic('lpxD'),LPS
GO593_17705,IX87_21630,lpxD,lpxD,lpxD,lpxD,"",lpxD,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0218168960375557,1,italic('lpxD'),LPS
GO593_18305,IX87_06525,lpxH,IX87_06525,lpxH,lpxH,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.128514289850098,0.999994090077504,italic('lpxH'),LPS
GO593_18305,IX87_06525,lpxH,IX87_06525,lpxH,lpxH,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.000447788932995533,1,italic('lpxH'),LPS
GO593_15480,IX87_02340,lpxK,lpxK,lpxK,lpxK,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.252457592124069,0.999999999990052,italic('lpxK'),LPS
GO593_15480,IX87_02340,lpxK,lpxK,lpxK,lpxK,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.00411216380438117,1,italic('lpxK'),LPS
GO593_02025,IX87_09555,unknown,IX87_09555,GO593_02025,lpxL,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.418751562202655,0.989543463509495,italic('lpxL'),LPS
GO593_02025,IX87_09555,unknown,IX87_09555,GO593_02025,lpxL,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0584117180149603,1,italic('lpxL'),LPS
GO593_06430,IX87_14680,"lspA1, lspA2, lspA",lspA,"lspA1, lspA2, lspA",lspA,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.16392516877942,0.185278084895828,italic('lspA'),
GO593_06430,IX87_14680,"lspA1, lspA2, lspA",lspA,"lspA1, lspA2, lspA",lspA,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0793103693844752,1,italic('lspA'),
GO593_12600,IX87_05125,lysC,lysC,lysC,lysC,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.25109201717906,0.0120746184004573,italic('lysC'),
GO593_12600,IX87_05125,lysC,lysC,lysC,lysC,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.118325410728961,0.988499641188513,italic('lysC'),
GO593_11345,IX87_00530,"lysS, lysU",lysS,lysS,lysS,"",lysS,perfect,fosfomycin_T2_1 - none_T2_1a,-0.501347699605618,0.999997653987322,italic('lysS'),tRNA Ligase
GO593_11345,IX87_00530,"lysS, lysU",lysS,lysS,lysS,"",lysS,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.141753258842453,1,italic('lysS'),tRNA Ligase
GO593_12465,IX87_05280,"hcaR, marR",marR_1,"hcaR, marR",marR_1,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.00236165677581635,0.999999999990052,italic('marR_1'),
GO593_12465,IX87_05280,"hcaR, marR",marR_1,"hcaR, marR",marR_1,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0305764381793053,1,italic('marR_1'),
GO593_15290,IX87_02540,metK,metK,metK,metK,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.60749612065461,0.122181766106427,italic('metK'),
GO593_15290,IX87_02540,metK,metK,metK,metK,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.128038299310043,0.999999999999965,italic('metK'),
GO593_10585,IX87_01750,minC,minC,minC,minC,"",minC,perfect,fosfomycin_T2_1 - none_T2_1a,-0.273097047034505,0.999999602440503,italic('minC'),
GO593_10585,IX87_01750,minC,minC,minC,minC,"",minC,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.00546110162184297,1,italic('minC'),
GO593_10575,IX87_01760,minE,minE,minE,minE,"",minE,perfect,fosfomycin_T2_1 - none_T2_1a,-1.07939368468561,0.110734259382872,italic('minE'),
GO593_10575,IX87_01760,minE,minE,minE,minE,"",minE,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.049017570591598,0.999999999999998,italic('minE'),
GO593_08225,IX87_16280,phaC,mnhC1,phaC,mnhC1,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.88389102428332,0.0403746916933748,italic('mnhC1'),
GO593_08225,IX87_16280,phaC,mnhC1,phaC,mnhC1,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.60537413738697,0.189273741335593,italic('mnhC1'),
GO593_01330,IX87_08855,"mnmA, trmU",mnmA,mnmA,mnmA,"",mnmA,perfect,fosfomycin_T2_1 - none_T2_1a,0.0767411734921795,0.999997239792738,italic('mnmA'),
GO593_01330,IX87_08855,"mnmA, trmU",mnmA,mnmA,mnmA,"",mnmA,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0217728804615125,0.99999999988004,italic('mnmA'),
GO593_17870,IX87_21800,moaE,moaE,moaE,moaE,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.0330262715465277,0.999999860963684,italic('moaE'),
GO593_17870,IX87_21800,moaE,moaE,moaE,moaE,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0397435387795223,1,italic('moaE'),
GO593_04790,IX87_12830,mraY,IX87_12830,mraY,mraY,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.83104594307579,0.00122927577671461,italic('mraY'),Cell Wall/PG
GO593_04790,IX87_12830,mraY,IX87_12830,mraY,mraY,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.975921095787958,0.371812765636154,italic('mraY'),Cell Wall/PG
GO593_08210,IX87_16265,phaF,mrpF,phaF,mrpF,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.65631575746418,0.0219438161913275,italic('mrpF'),
GO593_08210,IX87_16265,phaF,mrpF,phaF,mrpF,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.996862203830994,0.731979603769391,italic('mrpF'),
GO593_15475,IX87_02345,msbA,IX87_02345,msbA,msbA,"",msbA,perfect,fosfomycin_T2_1 - none_T2_1a,-0.59252509961052,0.907578785453935,italic('msbA'),LPS
GO593_15475,IX87_02345,msbA,IX87_02345,msbA,msbA,"",msbA,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0086212473461595,0.999997066261539,italic('msbA'),LPS
GO593_11270,IX87_00610,cynT,mtcA2,cynT,mtcA2,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.18604463710736,0.999999970231576,italic('mtcA2'),
GO593_11270,IX87_00610,cynT,mtcA2,cynT,mtcA2,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0557281918669241,1,italic('mtcA2'),
GO593_09595,IX87_17660,murA,murA,murA,murA,"",murA,perfect,fosfomycin_T2_1 - none_T2_1a,-4.72404656452213,0.52582636534982,italic('murA'),Cell Wall/PG
GO593_09595,IX87_17660,murA,murA,murA,murA,"",murA,mismatch,fosfomycin_T2_1 - none_T2_1a,-3.67593848779812,1,italic('murA'),Cell Wall/PG
GO593_17990,IX87_06200,murB,murB,murB,murB,"",murB,perfect,fosfomycin_T2_1 - none_T2_1a,-0.257594909272516,0.993489736046907,italic('murB'),
GO593_17990,IX87_06200,murB,murB,murB,murB,"",murB,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0762424572327648,1,italic('murB'),
