AB19606,AB030,genes,STRING_names,gene_orthologs,unique_name,citation,gene_name,type,condition,medLFC,FDR,gene_name_stylized,Pathway
GO593_10280,IX87_18420,fabG,IX87_18420,fabG,fabG,"",fabG,perfect,fosfomycin_T2_1 - none_T2_1a,-2.36753852960827,0.00156517392790631,italic('fabG'),
GO593_10280,IX87_18420,fabG,IX87_18420,fabG,fabG,"",fabG,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.213224609467306,0.999999999984337,italic('fabG'),
GO593_09120,IX87_17170,fabI,AIL80282.1,fabI,fabI,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.25566452815434,0.979664723957732,italic('fabI'),
GO593_09120,IX87_17170,fabI,AIL80282.1,fabI,fabI,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0460155616842157,1,italic('fabI'),
GO593_17700,IX87_21625,fabZ,fabZ,fabZ,fabZ,"",fabZ,mismatch,fosfomycin_T2_1 - none_T2_1a,0.552243070649324,0.700835907472443,italic('fabZ'),LPS
GO593_17700,IX87_21625,fabZ,fabZ,fabZ,fabZ,"",fabZ,perfect,fosfomycin_T2_1 - none_T2_1a,-0.162697414725799,0.986723009988814,italic('fabZ'),LPS
GO593_15425,IX87_02395,"fba, gatY, kbaY, fda",IX87_02395,"fba, gatY, kbaY, fda",fba,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.32336752225026,0.00115105862622054,italic('fba'),
GO593_15425,IX87_02395,"fba, gatY, kbaY, fda",IX87_02395,"fba, gatY, kbaY, fda",fba,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.666192172536114,1,italic('fba'),
GO593_01960,IX87_09480,"fbp1, fbp",IX87_09480,"fbp1, fbp",fbp,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.192349203368658,0.577544793921455,italic('fbp'),
GO593_01960,IX87_09480,"fbp1, fbp",IX87_09480,"fbp1, fbp",fbp,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.169635908681096,0.999999997681769,italic('fbp'),
GO593_10415,IX87_01930,"yfhL, fdx1",fdx_1,"yfhL, fdx1",fdx_1,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.0533507955184864,0.999040533165551,italic('fdx_1'),
GO593_10415,IX87_01930,"yfhL, fdx1",fdx_1,"yfhL, fdx1",fdx_1,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0174815396618313,1,italic('fdx_1'),
GO593_15735,IX87_18960,"fdx, fdx2",fdx,fdx,fdx_2,"",fdx,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0268905894383324,0.999999999999998,italic('fdx_2'),
GO593_15735,IX87_18960,"fdx, fdx2",fdx,fdx,fdx_2,"",fdx,perfect,fosfomycin_T2_1 - none_T2_1a,-0.315999757201838,1,italic('fdx_2'),
GO593_13635,IX87_04305,fdxA,fdxA,fdxA,fdxA,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.00848742646165,0.951498530912447,italic('fdxA'),
GO593_13635,IX87_04305,fdxA,fdxA,fdxA,fdxA,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0239791666238435,1,italic('fdxA'),
GO593_01430,IX87_08955,unknown,IX87_08955,GO593_01430,hmp_1,https://www.genome.jp/entry/abou:ACBO_13020,.,perfect,fosfomycin_T2_1 - none_T2_1a,0.446390556317545,0.000943029085959137,italic('hmp_1'),
GO593_01430,IX87_08955,unknown,IX87_08955,GO593_01430,hmp_1,https://www.genome.jp/entry/abou:ACBO_13020,.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.042312262792833,0.999983791810516,italic('hmp_1'),
GO593_10155,IX87_18285,ffh,ffh,ffh,ffh,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-1.50366280073532,5.34304609529088e-07,italic('ffh'),
GO593_10155,IX87_18285,ffh,ffh,ffh,ffh,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-2.74052112354058,2.63343207736394e-05,italic('ffh'),
GO593_18685,IX87_06920,fis,fis,fis,fis,"",fis,perfect,fosfomycin_T2_1 - none_T2_1a,-0.237943153511004,0.999999999284404,italic('fis'),
GO593_18685,IX87_06920,fis,fis,fis,fis,"",fis,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.115823884964267,1,italic('fis'),
GO593_06095,IX87_14320,fmt,IX87_14320,fmt,fmt,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.80314094309817,0.00134639422145047,italic('fmt'),
GO593_06095,IX87_14320,fmt,IX87_14320,fmt,fmt,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-1.03896120077646,0.477563905338734,italic('fmt'),
GO593_18475,IX87_06705,folB,folB,folB,folB,"",folB,perfect,fosfomycin_T2_1 - none_T2_1a,-0.211782999028574,0.992202480419238,italic('folB'),
GO593_18475,IX87_06705,folB,folB,folB,folB,"",folB,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.00255072062701456,1,italic('folB'),
GO593_03340,IX87_11225,folC,AIL79172.1,folC,folC,"",folC,perfect,fosfomycin_T2_1 - none_T2_1a,-1.07780592392508,0.667349091922403,italic('folC'),
GO593_03340,IX87_11225,folC,AIL79172.1,folC,folC,"",folC,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0429456908896346,0.999999999999221,italic('folC'),
GO593_02360,IX87_09915,folD,IX87_09915,folD,folD,"",folD,perfect,fosfomycin_T2_1 - none_T2_1a,-0.0617340448613902,0.999999999990052,italic('folD'),
GO593_02360,IX87_09915,folD,IX87_09915,folD,folD,"",folD,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0992651448992843,1,italic('folD'),
GO593_01065,IX87_08570,"folE, folE2, folE1",folE,folE,folE,"",folE,perfect,fosfomycin_T2_1 - none_T2_1a,-2.0975373012138,5.52159006439871e-06,italic('folE'),
GO593_01065,IX87_08570,"folE, folE2, folE1",folE,folE,folE,"",folE,mismatch,fosfomycin_T2_1 - none_T2_1a,-2.17477603569908,7.74352774641404e-05,italic('folE'),
GO593_09350,IX87_17415,folK,folK,folK,folK,"",folK,perfect,fosfomycin_T2_1 - none_T2_1a,-0.121678178966154,0.999782265998625,italic('folK'),
GO593_09350,IX87_17415,folK,folK,folK,folK,"",folK,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0966818893823828,0.999994040335626,italic('folK'),
GO593_00350,IX87_07570,fpr,IX87_07570,fpr,fpr,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.0607492689179337,0.999999999168388,italic('fpr'),
GO593_00350,IX87_07570,fpr,IX87_07570,fpr,fpr,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0213298993380244,1,italic('fpr'),
GO593_10025,IX87_18155,fpr,fpr_1,fpr,fpr_1,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.0133933476187355,0.99952299084989,italic('fpr_1'),
GO593_10025,IX87_18155,fpr,fpr_1,fpr,fpr_1,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.00073750376696017,1,italic('fpr_1'),
GO593_17740,IX87_21665,frr,frr,frr,frr,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.77951174230895,0.0168234354137782,italic('frr'),
GO593_17740,IX87_21665,frr,frr,frr,frr,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.869565456916764,0.0396890659606989,italic('frr'),
GO593_05490,IX87_13690,ftsA,ftsA,ftsA,ftsA,"",ftsA,perfect,fosfomycin_T2_1 - none_T2_1a,-3.38893391069773,0.0190944487515233,italic('ftsA'),
GO593_05490,IX87_13690,ftsA,ftsA,ftsA,ftsA,"",ftsA,mismatch,fosfomycin_T2_1 - none_T2_1a,-2.570181357332,0.0472555796761885,italic('ftsA'),
GO593_02400,IX87_09960,"ftsH, hflB",ftsH,hflB,ftsH,"",hflB,perfect,fosfomycin_T2_1 - none_T2_1a,-1.72733693714995,0.0484441325580543,italic('ftsH'),
GO593_02400,IX87_09960,"ftsH, hflB",ftsH,hflB,ftsH,"",hflB,mismatch,fosfomycin_T2_1 - none_T2_1a,-1.18081504915888,0.0617740669862479,italic('ftsH'),
GO593_04805,IX87_12845,"ftsI, pbpC",IX87_12845,ftsI,ftsI,"",ftsI,perfect,fosfomycin_T2_1 - none_T2_1a,-2.79444733711742,0.192965368065808,italic('ftsI'),Cell Wall/PG
GO593_04805,IX87_12845,"ftsI, pbpC",IX87_12845,ftsI,ftsI,"",ftsI,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.401768459331622,0.999863541438755,italic('ftsI'),Cell Wall/PG
GO593_10560,IX87_01775,ftsK,AIL77404.1,ftsK,ftsK,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.41388420210284,0.0438298544410856,italic('ftsK'),
GO593_10560,IX87_01775,ftsK,AIL77404.1,ftsK,ftsK,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.494306833061986,1,italic('ftsK'),
GO593_04810,IX87_12850,ftsL,ftsL,ftsL,ftsL,"",ftsL,perfect,fosfomycin_T2_1 - none_T2_1a,-1.05976995991669,0.998442374524694,italic('ftsL'),Cell Wall/PG
GO593_04810,IX87_12850,ftsL,ftsL,ftsL,ftsL,"",ftsL,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.125622265166136,1,italic('ftsL'),Cell Wall/PG
GO593_05495,IX87_13695,ftsQ,IX87_13695,ftsQ,ftsQ,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.1250507303337,0.772296898687954,italic('ftsQ'),
GO593_05495,IX87_13695,ftsQ,IX87_13695,ftsQ,ftsQ,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.464668357932554,0.999084293899087,italic('ftsQ'),
GO593_07760,IX87_15785,ftsW,ftsW,ftsW,ftsW,"",ftsW,perfect,fosfomycin_T2_1 - none_T2_1a,-0.832265260296862,0.502368229710788,italic('ftsW'),Cell Wall/PG
GO593_07760,IX87_15785,ftsW,ftsW,ftsW,ftsW,"",ftsW,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.197238845631685,0.999998921737286,italic('ftsW'),Cell Wall/PG
GO593_17485,IX87_21135,"ftsY, flhF",ftsY,ftsY,ftsY,"",ftsY,perfect,fosfomycin_T2_1 - none_T2_1a,-2.51931669247406,0.000755880019669563,italic('ftsY'),
GO593_17485,IX87_21135,"ftsY, flhF",ftsY,ftsY,ftsY,"",ftsY,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.320593036809148,0.997192672685188,italic('ftsY'),
GO593_05485,IX87_13685,ftsZ,ftsZ,ftsZ,ftsZ,"",ftsZ,perfect,fosfomycin_T2_1 - none_T2_1a,-1.77267281120624,0.793816978520738,italic('ftsZ'),
GO593_05485,IX87_13685,ftsZ,ftsZ,ftsZ,ftsZ,"",ftsZ,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.287845575961272,1,italic('ftsZ'),
GO593_10655,IX87_01680,fur,fur,fur,fur,"",fur,mismatch,fosfomycin_T2_1 - none_T2_1a,0.056898285126801,0.999999997924356,italic('fur'),
GO593_10655,IX87_01680,fur,fur,fur,fur,"",fur,perfect,fosfomycin_T2_1 - none_T2_1a,0.191068310954689,1,italic('fur'),
GO593_10520,IX87_01830,"fusA, fusA2, fusA1",fusA,fusA,fusA,"",fusA,mismatch,fosfomycin_T2_1 - none_T2_1a,1.15636152321128,0.218344595370592,italic('fusA'),
GO593_10520,IX87_01830,"fusA, fusA2, fusA1",fusA,fusA,fusA,"",fusA,perfect,fosfomycin_T2_1 - none_T2_1a,0.915918833245572,0.9603568682112,italic('fusA'),
GO593_01650,IX87_09170,gap,IX87_09170,gap,gap,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.324643091054212,0.677875490484068,italic('gap'),
GO593_01650,IX87_09170,gap,IX87_09170,gap,gap,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.441242412058737,0.978399693269617,italic('gap'),
GO593_02920,IX87_10765,gatA,gatA,gatA,gatA,"",gatA,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.265670263759359,0.999998616769494,italic('gatA'),
GO593_02920,IX87_10765,gatA,gatA,gatA,gatA,"",gatA,perfect,fosfomycin_T2_1 - none_T2_1a,-0.484271585754348,1,italic('gatA'),
GO593_02925,IX87_10770,gatB,gatB,gatB,gatB,"",gatB,perfect,fosfomycin_T2_1 - none_T2_1a,-1.59350172815876,0.00597093293304837,italic('gatB'),
GO593_02925,IX87_10770,gatB,gatB,gatB,gatB,"",gatB,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0114196926943024,0.999999998460745,italic('gatB'),
GO593_02915,IX87_10760,gatC,gatC,gatC,gatC,"",gatC,perfect,fosfomycin_T2_1 - none_T2_1a,-1.30924856993177,0.634041795776306,italic('gatC'),
GO593_02915,IX87_10760,gatC,gatC,gatC,gatC,"",gatC,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.318268467168681,1,italic('gatC'),
GO593_05425,IX87_13615,glmM,glmM,glmM,glmM,"",glmM,perfect,fosfomycin_T2_1 - none_T2_1a,-1.62618299174858,1.5252215584552e-09,italic('glmM'),
GO593_05425,IX87_13615,glmM,glmM,glmM,glmM,"",glmM,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.573887740769499,0.334259650013085,italic('glmM'),
GO593_05795,IX87_14025,glmS,glmS,glmS,glmS,"",glmS,perfect,fosfomycin_T2_1 - none_T2_1a,-3.20692410455921,4.50093953670835e-06,italic('glmS'),
GO593_05795,IX87_14025,glmS,glmS,glmS,glmS,"",glmS,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.101958729215296,0.99999999990844,italic('glmS'),
GO593_05790,IX87_14020,glmU,glmU,glmU,glmU,"",glmU,perfect,fosfomycin_T2_1 - none_T2_1a,-0.659859386243768,0.0509394017113552,italic('glmU'),
GO593_05790,IX87_14020,glmU,glmU,glmU,glmU,"",glmU,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.607630597880003,0.899745620582933,italic('glmU'),
GO593_01005,IX87_08130,glnA,glnA,glnA,glnA,"",glnA,perfect,fosfomycin_T2_1 - none_T2_1a,0.0687768062172148,0.999996931749907,italic('glnA'),
GO593_01005,IX87_08130,glnA,glnA,glnA,glnA,"",glnA,mismatch,fosfomycin_T2_1 - none_T2_1a,0.159493976437707,0.999999999999937,italic('glnA'),
GO593_18295,IX87_06515,glnS,IX87_06515,glnS,glnS,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.196151341758149,0.999999775441762,italic('glnS'),tRNA Ligase
GO593_18295,IX87_06515,glnS,IX87_06515,glnS,glnS,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.216828777725398,0.999999937433385,italic('glnS'),tRNA Ligase
GO593_04830,IX87_12870,gltX,IX87_12870,gltX,gltX,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.481138693748105,0.999058477568452,italic('gltX'),tRNA Ligase
GO593_04830,IX87_12870,gltX,IX87_12870,gltX,gltX,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.478861283901342,0.999999999437005,italic('gltX'),tRNA Ligase
GO593_00420,IX87_07645,"glyA, glyA2, glyA3, glyA1",glyA,"glyA, glyA2, glyA3, glyA1",glyA,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.103708304378512,0.983534496508658,italic('glyA'),
GO593_00420,IX87_07645,"glyA, glyA2, glyA3, glyA1",glyA,"glyA, glyA2, glyA3, glyA1",glyA,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0405724930212449,0.999999971369792,italic('glyA'),
GO593_04395,IX87_12345,glyQ,glyQ,glyQ,glyQ,"",glyQ,perfect,fosfomycin_T2_1 - none_T2_1a,-1.02080105831588,0.894694024085009,italic('glyQ'),tRNA Ligase
GO593_04395,IX87_12345,glyQ,glyQ,glyQ,glyQ,"",glyQ,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.967819257055789,0.979561197015023,italic('glyQ'),tRNA Ligase
GO593_04400,IX87_12350,glyS,AIL79376.1,glyS,glyS,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.23222454248819,0.0395948377646763,italic('glyS'),tRNA Ligase
GO593_04400,IX87_12350,glyS,AIL79376.1,glyS,glyS,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.457918066902126,0.998172740469883,italic('glyS'),tRNA Ligase
GO593_04655,IX87_12640,gmk,IX87_12640,gmk,gmk,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.71883091871469,0.0929182576283049,italic('gmk'),
GO593_04655,IX87_12640,gmk,IX87_12640,gmk,gmk,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.377453731396414,1,italic('gmk'),
GO593_00140,IX87_07360,unknown,AIL78451.1,GO593_00140,GO593_00140,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.88181645871189,0.983445630392713,italic('GO593_00140'),
GO593_00140,IX87_07360,unknown,AIL78451.1,GO593_00140,GO593_00140,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0522241380138219,0.999999999997596,italic('GO593_00140'),
GO593_00515,unknown,unknown,unknown,GO593_00515,GO593_00515,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.177595717300795,1,italic('GO593_00515'),
GO593_00515,unknown,unknown,unknown,GO593_00515,GO593_00515,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.178661555206513,1,italic('GO593_00515'),
GO593_01975,IX87_09495,unknown,IX87_09495,GO593_01975,GO593_01975,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.485124139166424,0.867606166752088,italic('GO593_01975'),
GO593_01975,IX87_09495,unknown,IX87_09495,GO593_01975,GO593_01975,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.265361588027724,0.971045590150581,italic('GO593_01975'),
GO593_02180,IX87_09700,unknown,IX87_09700,GO593_02180,GO593_02180,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.0153476262115667,0.999975835315126,italic('GO593_02180'),
GO593_02180,IX87_09700,unknown,IX87_09700,GO593_02180,GO593_02180,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.00112392964586887,1,italic('GO593_02180'),
GO593_05760,IX87_13990,unknown,IX87_13990,GO593_05760,GO593_05760,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-2.32598991440023,4.62579309827267e-05,italic('GO593_05760'),
GO593_05760,IX87_13990,unknown,IX87_13990,GO593_05760,GO593_05760,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-1.73582351423077,0.00540991219238233,italic('GO593_05760'),
GO593_06495,IX87_14745,unknown,AIL79820.1,GO593_06495,GO593_06495,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.978421066111095,0.642795326881918,italic('GO593_06495'),
GO593_06495,IX87_14745,unknown,AIL79820.1,GO593_06495,GO593_06495,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.241337666520262,0.999999999992623,italic('GO593_06495'),
GO593_07290,IX87_15280,unknown,AIL79924.1,GO593_07290,GO593_07290,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.310464947976798,0.999981812998654,italic('GO593_07290'),
GO593_07290,IX87_15280,unknown,AIL79924.1,GO593_07290,GO593_07290,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.159433258271184,1,italic('GO593_07290'),
GO593_07665,IX87_15675,unknown,AIL79998.1,GO593_07665,GO593_07665,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.497939339293352,0.986380879990845,italic('GO593_07665'),
GO593_07665,IX87_15675,unknown,AIL79998.1,GO593_07665,GO593_07665,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.107561172902616,1,italic('GO593_07665'),
GO593_10640,IX87_01695,unknown,AIL77388.1,GO593_10640,GO593_10640,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-1.51949382371706,5.83564348474125e-10,italic('GO593_10640'),
GO593_10640,IX87_01695,unknown,AIL77388.1,GO593_10640,GO593_10640,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-3.91758498497139,2.65503420752798e-08,italic('GO593_10640'),
GO593_11535,unknown,unknown,unknown,GO593_11535,GO593_11535,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.0156346744913039,0.999999994316474,italic('GO593_11535'),
GO593_11535,unknown,unknown,unknown,GO593_11535,GO593_11535,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0147064390842221,1,italic('GO593_11535'),
GO593_11615,IX87_00220,unknown,AIL77108.1,GO593_11615,GO593_11615,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0290537281437423,0.999999999988678,italic('GO593_11615'),
GO593_11615,IX87_00220,unknown,AIL77108.1,GO593_11615,GO593_11615,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.0812699567782262,1,italic('GO593_11615'),
GO593_12335,IX87_05435,unknown,IX87_05435,GO593_12335,GO593_12335,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.0202926811947477,0.999999996247018,italic('GO593_12335'),
GO593_12335,IX87_05435,unknown,IX87_05435,GO593_12335,GO593_12335,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0122236299169017,0.999999999999927,italic('GO593_12335'),
GO593_13170,IX87_04465,unknown,AIL77913.1,GO593_13170,GO593_13170,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0840532959917508,0.99948931302235,italic('GO593_13170'),
GO593_13170,IX87_04465,unknown,AIL77913.1,GO593_13170,GO593_13170,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.0326111904473908,0.999999999834967,italic('GO593_13170'),
GO593_13175,IX87_04460,unknown,IX87_04460,GO593_13175,GO593_13175,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.0320466242406807,0.999998642835073,italic('GO593_13175'),
GO593_13175,IX87_04460,unknown,IX87_04460,GO593_13175,GO593_13175,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.00170693202942058,1,italic('GO593_13175'),
GO593_13215,IX87_04190,unknown,IX87_04190,GO593_13215,GO593_13215,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.0608084564097238,0.999924511874835,italic('GO593_13215'),
GO593_13215,IX87_04190,unknown,IX87_04190,GO593_13215,GO593_13215,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0077370420044022,1,italic('GO593_13215'),
GO593_13220,IX87_04420,unknown,IX87_04420,GO593_13220,GO593_13220,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.0272952188262218,0.999992976775011,italic('GO593_13220'),
GO593_13220,IX87_04420,unknown,IX87_04420,GO593_13220,GO593_13220,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0356104907610898,1,italic('GO593_13220'),
GO593_15125,unknown,unknown,unknown,GO593_15125,GO593_15125,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.977970806752973,0.73235966985251,italic('GO593_15125'),
GO593_15125,unknown,unknown,unknown,GO593_15125,GO593_15125,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0568908509993729,1,italic('GO593_15125'),
GO593_15205,IX87_02640,unknown,AIL77565.1,GO593_15205,GO593_15205,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.034196043198618,0.999993538747608,italic('GO593_15205'),
GO593_15205,IX87_02640,unknown,AIL77565.1,GO593_15205,GO593_15205,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.00519789314924582,1,italic('GO593_15205'),
GO593_17830,IX87_21760,unknown,IX87_21760,GO593_17830,GO593_17830,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.00723559699470778,0.999999996549311,italic('GO593_17830'),
GO593_17830,IX87_21760,unknown,IX87_21760,GO593_17830,GO593_17830,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0638500131969335,1,italic('GO593_17830'),
GO593_18140,IX87_06370,unknown,IX87_06370,GO593_18140,GO593_18140,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.0197306498872346,0.999999994932411,italic('GO593_18140'),
GO593_18140,IX87_06370,unknown,IX87_06370,GO593_18140,GO593_18140,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0135539689945152,1,italic('GO593_18140'),
GO593_18720,IX87_06955,unknown,IX87_06955,GO593_18720,GO593_18720,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.41849885433831,0.000390820184343729,italic('GO593_18720'),
GO593_18720,IX87_06955,unknown,IX87_06955,GO593_18720,GO593_18720,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.433604833366993,0.989160131448713,italic('GO593_18720'),
GO593_18760,unknown,unknown,unknown,GO593_18760,GO593_18760,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.119240857277728,0.943279078890414,italic('GO593_18760'),
GO593_18760,unknown,unknown,unknown,GO593_18760,GO593_18760,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0288772240504701,1,italic('GO593_18760'),
GO593_18770,unknown,unknown,unknown,GO593_18770,GO593_18770,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.0200826506026939,0.999999999990052,italic('GO593_18770'),
GO593_18770,unknown,unknown,unknown,GO593_18770,GO593_18770,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0163150501972907,1,italic('GO593_18770'),
GO593_07690,IX87_15700,"gpmI, gpmM, pgm",gpmI,"gpmI, gpmM, pgm",gpmI,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.478025346608586,0.61949436962228,italic('gpmI'),
GO593_07690,IX87_15700,"gpmI, gpmM, pgm",gpmI,"gpmI, gpmM, pgm",gpmI,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.264561514763374,0.667086315739575,italic('gpmI'),
GO593_00180,IX87_07400,gpsA,gpsA,gpsA,gpsA,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.256807380023025,0.999994136114796,italic('gpsA'),
GO593_00180,IX87_07400,gpsA,gpsA,gpsA,gpsA,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0795267360445437,0.999999352252301,italic('gpsA'),
GO593_02305,IX87_09860,"groEL, groL",groEL,groL,groEL,"",groL,perfect,fosfomycin_T2_1 - none_T2_1a,0.00283657406318409,0.999999999990052,italic('groEL'),
GO593_02305,IX87_09860,"groEL, groL",groEL,groL,groEL,"",groL,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0543986455588639,0.999999999999977,italic('groEL'),
GO593_02310,IX87_09865,"groS, groES",groS,"groS, groES",groS,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.216284774831642,0.999807072328103,italic('groS'),
GO593_02310,IX87_09865,"groS, groES",groS,"groS, groES",groS,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.008095054736437,1,italic('groS'),
GO593_03530,IX87_11425,unknown,gtrOC1,GO593_03530,gtrOC1,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.0900986177549627,0.999987799603476,italic('gtrOC1'),
GO593_03530,IX87_11425,unknown,gtrOC1,GO593_03530,gtrOC1,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0538840672442761,1,italic('gtrOC1'),
GO593_07255,IX87_15245,guaA,guaA,guaA,guaA,"",guaA,perfect,fosfomycin_T2_1 - none_T2_1a,-0.139212556541495,0.999906083308575,italic('guaA'),
GO593_07255,IX87_15245,guaA,guaA,guaA,guaA,"",guaA,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0325343839035162,0.999999963397393,italic('guaA'),
GO593_05430,IX87_13620,guaB,IX87_13620,guaB,guaB,"",guaB,perfect,fosfomycin_T2_1 - none_T2_1a,1.64051859973464,0.337734471816196,italic('guaB'),
