condition	unique_name	AB19606	AB030	gene_mLFC	FDR
Colistin_0.44_T1 - None_0_T1	nuoG	GO593_09970	IX87_18100	-2.30843341002504	9.3289301582394e-15
Colistin_0.44_T1 - None_0_T1	nuoH	GO593_09975	IX87_18105	-2.50705078222195	5.26230524403684e-17
Colistin_0.44_T1 - None_0_T1	nuoI	GO593_09980	IX87_18110	-2.45915785170237	2.76065975825968e-13
Colistin_0.44_T1 - None_0_T1	nuoJ	GO593_09985	IX87_18115	-2.17901553064524	1.18041818586812e-12
Colistin_0.44_T1 - None_0_T1	nuoK	GO593_09990	IX87_18120	-1.96981637188969	2.057081522618e-14
Colistin_0.44_T1 - None_0_T1	nuoL	GO593_09995	IX87_18125	-2.33733753350075	2.08450740259502e-12
Colistin_0.44_T1 - None_0_T1	nuoM	GO593_10000	IX87_18130	-1.64224630686937	3.58554915679408e-16
Colistin_0.44_T1 - None_0_T1	nuoN	GO593_10005	IX87_18135	-2.63082495313915	8.33270496607582e-18
Colistin_0.44_T1 - None_0_T1	nusA	GO593_08190	IX87_16245	-2.7615084366314	1.23389623569798e-11
Colistin_0.44_T1 - None_0_T1	nusG	GO593_07930	IX87_15960	-1.83618554683943	6.39116283145575e-08
Colistin_0.44_T1 - None_0_T1	orn	GO593_09110	IX87_17160	-0.588805052654922	0.000409219869975108
Colistin_0.44_T1 - None_0_T1	panC	GO593_09360	IX87_17425	-0.778050455656903	0.000353844420230541
Colistin_0.44_T1 - None_0_T1	parB	GO593_15460	IX87_02360	0.0733019991503947	0.944480867888352
Colistin_0.44_T1 - None_0_T1	parC	GO593_07570	IX87_15570	-0.348116775820289	0.307928852340574
Colistin_0.44_T1 - None_0_T1	parE	GO593_05625	IX87_13845	-0.0959056757943294	0.813547827142506
Colistin_0.44_T1 - None_0_T1	pdxA	GO593_03765	IX87_11690	-0.279627309645654	0.217585802343309
Colistin_0.44_T1 - None_0_T1	pdxH	GO593_05420	IX87_13610	0.108231139187964	0.952438580979843
Colistin_0.44_T1 - None_0_T1	pdxJ	GO593_01735	IX87_09250	-0.0720430962293764	0.829454257901102
Colistin_0.44_T1 - None_0_T1	pgk	GO593_15415	IX87_02405	-0.249660995199079	0.322594568050834
Colistin_0.44_T1 - None_0_T1	pgsA	GO593_08075	IX87_16120	-0.574876392086819	2.51809446835044e-05
Colistin_0.44_T1 - None_0_T1	phaAB	GO593_08230	IX87_16285	-0.277698750374695	0.227485231842485
Colistin_0.44_T1 - None_0_T1	phaD	GO593_08220	IX87_16275	-0.143859398053134	0.959195033351418
Colistin_0.44_T1 - None_0_T1	phaE	GO593_08215	IX87_16270	0.0666919525427169	0.974479758412201
Colistin_0.44_T1 - None_0_T1	pheS	GO593_09435	IX87_17505	-2.19365163422099	5.73195110471912e-10
Colistin_0.44_T1 - None_0_T1	pheT	GO593_09440	IX87_17510	-1.09146451863001	0.000238545271746692
Colistin_0.44_T1 - None_0_T1	plsB	GO593_04255	IX87_12190	-1.57193550594581	1.05392815140376e-06
Colistin_0.44_T1 - None_0_T1	pnp	GO593_08310	IX87_16365	-0.0535717943696228	0.885321059434248
Colistin_0.44_T1 - None_0_T1	polA	GO593_09495	IX87_17560	-0.00992979570808243	0.993165807464436
Colistin_0.44_T1 - None_0_T1	ppa	GO593_07590	IX87_15590	-1.91905994521306	1.43126586809323e-08
Colistin_0.44_T1 - None_0_T1	ppnK	GO593_00295	IX87_07515	-0.257841006178337	0.484333483705701
Colistin_0.44_T1 - None_0_T1	prfA	GO593_18520	IX87_06750	-0.691956138951308	0.0132920985105869
Colistin_0.44_T1 - None_0_T1	prfB	GO593_05405	IX87_13595	-0.373029561489926	0.609257843605545
Colistin_0.44_T1 - None_0_T1	priA	GO593_08345	IX87_16400	-0.0197889388220741	0.999810355208269
Colistin_0.44_T1 - None_0_T1	proS	GO593_03110	IX87_10975	-1.81061769024968	4.75561247861265e-06
Colistin_0.44_T1 - None_0_T1	prs	GO593_10335	IX87_18475	-3.07009157733402	3.22688700109856e-14
Colistin_0.44_T1 - None_0_T1	psd	GO593_05715	IX87_13955	-1.03092116168219	2.95596846726611e-16
Colistin_0.44_T1 - None_0_T1	pssA	GO593_03875	IX87_11800	-1.71713317864849	6.77073629004794e-17
Colistin_0.44_T1 - None_0_T1	pth	GO593_10325	IX87_18465	-1.14950553608978	0.00736566931803671
Colistin_0.44_T1 - None_0_T1	ptrR	GO593_13345	IX87_07845	-1.43717819277302	0.00729986245646384
Colistin_0.44_T1 - None_0_T1	purA	GO593_12910	IX87_04750	-0.750521411139649	1.55891595797976e-07
Colistin_0.44_T1 - None_0_T1	purB	GO593_01340	IX87_08865	-0.799108847460059	0.00571941420554277
Colistin_0.44_T1 - None_0_T1	purU	GO593_08765	IX87_16855	-1.08942247254226	3.33073097158193e-11
Colistin_0.44_T1 - None_0_T1	pyrC	GO593_12050	IX87_05625	-0.235718180949119	0.871606481959207
Colistin_0.44_T1 - None_0_T1	pyrG	GO593_17315	IX87_20950	-0.924523161035397	0.0159222712710781
Colistin_0.44_T1 - None_0_T1	pyrH	GO593_17745	IX87_21670	-0.410209157042947	0.394068185603922
Colistin_0.44_T1 - None_0_T1	rep	GO593_10605	IX87_01730	-0.745035294644544	0.00253174012657015
Colistin_0.44_T1 - None_0_T1	rho	GO593_09460	IX87_17525	-0.265890271709706	0.784425696897676
Colistin_0.44_T1 - None_0_T1	ribA	GO593_04340	IX87_12275	-0.872885393864049	0.0633680337703277
Colistin_0.44_T1 - None_0_T1	ribD	GO593_07645	IX87_15655	-0.107452390241058	0.994303557619382
Colistin_0.44_T1 - None_0_T1	ribE	GO593_07655	IX87_15665	-0.235944359522612	0.336936547590479
Colistin_0.44_T1 - None_0_T1	ribF	GO593_06440	IX87_14690	-0.422247448441596	0.038331344262128
Colistin_0.44_T1 - None_0_T1	ribH	GO593_05770	IX87_14000	-1.18860284497963	1.10755311328849e-08
Colistin_0.44_T1 - None_0_T1	rnpA	GO593_06230	IX87_14455	-0.13783703995382	0.992748408470418
Colistin_0.44_T1 - None_0_T1	rpe	GO593_09690	IX87_17755	-0.096908915768742	0.955611843783553
Colistin_0.44_T1 - None_0_T1	rpiA	GO593_17400	IX87_21035	-0.167616189697259	0.651606777633865
Colistin_0.44_T1 - None_0_T1	rplA	GO593_07940	IX87_15970	-1.11417359246411	0.000218117412152285
Colistin_0.44_T1 - None_0_T1	rplB	GO593_04185	IX87_12120	-3.87866541218263	1.2886230809272e-21
Colistin_0.44_T1 - None_0_T1	rplC	GO593_04200	IX87_12135	-1.49119734312259	0.0157086635429408
Colistin_0.44_T1 - None_0_T1	rplD	GO593_04195	IX87_12130	-1.01153254194681	2.45090413793785e-08
Colistin_0.44_T1 - None_0_T1	rplE	GO593_04140	IX87_12075	-3.81353841896762	1.97415644965368e-20
Colistin_0.44_T1 - None_0_T1	rplF	GO593_04125	IX87_12060	-3.59239691118379	2.01079637406514e-18
Colistin_0.44_T1 - None_0_T1	rplJ	GO593_07945	IX87_15975	-0.883419658155491	0.00208981653635915
Colistin_0.44_T1 - None_0_T1	rplK	GO593_07935	IX87_15965	-1.91342969496914	3.92230905030126e-08
Colistin_0.44_T1 - None_0_T1	rplM	GO593_03770	IX87_11695	-1.37788753445366	3.51417265919793e-09
Colistin_0.44_T1 - None_0_T1	rplN	GO593_04150	IX87_12085	-4.57717426162406	2.99714081493701e-20
Colistin_0.44_T1 - None_0_T1	rplO	GO593_04105	IX87_12040	-3.95855885653098	1.51915024825557e-20
Colistin_0.44_T1 - None_0_T1	rplP	GO593_04165	IX87_12100	-5.39004769888344	1.34327584987083e-23
Colistin_0.44_T1 - None_0_T1	rplQ	GO593_04070	IX87_12005	-3.3942105775138	3.62310641675936e-17
Colistin_0.44_T1 - None_0_T1	rplR	GO593_04120	IX87_12055	-3.09777978027486	9.80029820708635e-14
Colistin_0.44_T1 - None_0_T1	rplS	GO593_04595	IX87_12580	-0.359675431989397	0.0483402238282886
Colistin_0.44_T1 - None_0_T1	rplT	GO593_09415	IX87_17480	-0.256662738698457	0.109463257172055
Colistin_0.44_T1 - None_0_T1	rplU	GO593_02650	IX87_10225	-1.09148010360198	0.00291400634633033
Colistin_0.44_T1 - None_0_T1	rplV	GO593_04175	IX87_12110	-2.62536689839384	2.77672099422513e-15
Colistin_0.44_T1 - None_0_T1	rplW	GO593_04190	IX87_12125	-2.84539190512153	2.1283731625296e-20
Colistin_0.44_T1 - None_0_T1	rplX	GO593_04145	IX87_12080	-4.86404706342722	5.20007192561216e-21
Colistin_0.44_T1 - None_0_T1	rplY	GO593_10330	IX87_18470	-1.77053418031728	8.02235112795087e-15
Colistin_0.44_T1 - None_0_T1	rpmA	GO593_02645	IX87_10220	-0.791842839851511	0.00333988796390296
Colistin_0.44_T1 - None_0_T1	rpmB	GO593_08750	IX87_16810	-3.47548036547344	6.89804364679795e-21
Colistin_0.44_T1 - None_0_T1	rpmC	GO593_04160	IX87_12095	-5.29385050410486	2.10362745892918e-16
Colistin_0.44_T1 - None_0_T1	rpmD	GO593_04110	IX87_12045	-3.34800887953358	5.57668173644874e-13
Colistin_0.44_T1 - None_0_T1	rpmF	GO593_10270	IX87_18410	-0.660009817087205	0.0422649650879107
Colistin_0.44_T1 - None_0_T1	rpmI	GO593_09410	IX87_17475	-0.184836590048486	0.928642912675155
Colistin_0.44_T1 - None_0_T1	rpmJ	GO593_04095	IX87_12030	-0.93527395753392	7.11635442227305e-06
Colistin_0.44_T1 - None_0_T1	rpoA	GO593_04075	IX87_12010	-1.7778801277828	8.27117454618675e-11
Colistin_0.44_T1 - None_0_T1	rpoB	GO593_07955	IX87_15985	-0.870150814241639	0.00731052786107222
Colistin_0.44_T1 - None_0_T1	rpoC	GO593_07960	IX87_15990	-3.4694682772851	9.95621426607628e-12
Colistin_0.44_T1 - None_0_T1	rpoD	GO593_02580	IX87_10155	-1.40988524409776	0.000309615458926892
Colistin_0.44_T1 - None_0_T1	rpoH	GO593_00210	IX87_07430	0.116340033480279	0.989987951615413
Colistin_0.44_T1 - None_0_T1	rpsA	GO593_15560	IX87_02260	-0.565078417647475	0.141671817629836
Colistin_0.44_T1 - None_0_T1	rpsB	GO593_00870	IX87_07990	-0.293984889740075	0.843293739473196
Colistin_0.44_T1 - None_0_T1	rpsC	GO593_04170	IX87_12105	-3.0011493611425	4.21214111802646e-15
Colistin_0.44_T1 - None_0_T1	rpsD	GO593_04080	IX87_12015	-4.67248310303534	1.22748477490001e-12
Colistin_0.44_T1 - None_0_T1	rpsE	GO593_04115	IX87_12050	-4.25311541931412	4.9856952285556e-23
Colistin_0.44_T1 - None_0_T1	rpsF	GO593_18615	IX87_06845	-0.162821051562643	0.221113015858848
Colistin_0.44_T1 - None_0_T1	rpsG	GO593_10515	IX87_01835	-2.55176962735044	2.59639131236945e-13
Colistin_0.44_T1 - None_0_T1	rpsH	GO593_04130	IX87_12065	-4.60465050136411	2.77574464697374e-26
Colistin_0.44_T1 - None_0_T1	rpsI	GO593_03775	IX87_11700	-1.70367463611218	1.17571797573734e-17
Colistin_0.44_T1 - None_0_T1	rpsJ	GO593_04205	IX87_12140	-1.92406965029331	1.3616594534528e-08
Colistin_0.44_T1 - None_0_T1	rpsK	GO593_04085	IX87_12020	-2.94578615889132	4.40163930485354e-10
Colistin_0.44_T1 - None_0_T1	rpsL	GO593_10510	IX87_01840	-1.40678696772758	2.2098244328113e-15
Colistin_0.44_T1 - None_0_T1	rpsM	GO593_04090	IX87_12025	-4.72544526443536	1.29926684787618e-18
Colistin_0.44_T1 - None_0_T1	rpsN	GO593_04135	IX87_12070	-3.25290112114043	7.09864992404367e-12
Colistin_0.44_T1 - None_0_T1	rpsO	GO593_08305	IX87_16360	-0.406272041650901	0.427319021609849
Colistin_0.44_T1 - None_0_T1	rpsP	GO593_04610	IX87_12595	-3.17086769098657	7.27974155820978e-14
Colistin_0.44_T1 - None_0_T1	rpsQ	GO593_04155	IX87_12090	-5.08370830784342	7.68041840367158e-21
Colistin_0.44_T1 - None_0_T1	rpsR	GO593_18620	IX87_06850	-0.198690927466394	0.465332821354545
Colistin_0.44_T1 - None_0_T1	rpsS	GO593_04180	IX87_12115	-4.57194742571531	2.42886537510554e-26
Colistin_0.44_T1 - None_0_T1	rpsU	GO593_00120	IX87_07340	-0.131728480726271	0.996635503649786
Colistin_0.44_T1 - None_0_T1	sdhA	GO593_02535	IX87_10110	-0.937423227004854	0.0242289778014169
Colistin_0.44_T1 - None_0_T1	sdhB	GO593_02530	IX87_10105	-1.9857276169558	1.02326997301397e-11
Colistin_0.44_T1 - None_0_T1	sdhC	GO593_02545	IX87_10120	-2.45504066991191	4.66957284612365e-19
Colistin_0.44_T1 - None_0_T1	sdhD	GO593_02540	IX87_10115	-1.14070224195146	0.000118556369861207
Colistin_0.44_T1 - None_0_T1	secA	GO593_03315	IX87_11200	-1.64416496017733	4.59078486007164e-16
Colistin_0.44_T1 - None_0_T1	secD	GO593_03585	IX87_11510	-2.10725911180707	2.02611444684387e-21
Colistin_0.44_T1 - None_0_T1	secE	GO593_07925	IX87_15955	-4.33468199531921	6.67117633851705e-23
Colistin_0.44_T1 - None_0_T1	secF	GO593_03590	IX87_11515	-0.858752541520637	9.51341114746765e-10
Colistin_0.44_T1 - None_0_T1	secY	GO593_04100	IX87_12035	-4.20058677058787	3.61494624672045e-16
Colistin_0.44_T1 - None_0_T1	serC	GO593_02060	IX87_09590	-0.0390562301370261	0.992838480012593
Colistin_0.44_T1 - None_0_T1	serS	GO593_02630	IX87_10205	-1.22627630213089	4.09672319889101e-10
Colistin_0.44_T1 - None_0_T1	smc2	GO593_11915	IX87_05760	0.205607731870011	0.966012850340172
Colistin_0.44_T1 - None_0_T1	ssb	GO593_05260	IX87_13440	-0.165407384486262	0.994193093487772
Colistin_0.44_T1 - None_0_T1	sucB	GO593_02510	IX87_10095	-2.2329446009598	1.78017975588421e-12
Colistin_0.44_T1 - None_0_T1	tamA	GO593_18420	IX87_06640	0.142350641821393	0.847063481505633
Colistin_0.44_T1 - None_0_T1	tamB	GO593_18415	IX87_06635	-0.127940170320704	0.421892020109316
Colistin_0.44_T1 - None_0_T1	thiD	GO593_10295	IX87_18435	-0.312336230313212	0.486241270833142
Colistin_0.44_T1 - None_0_T1	thiE	GO593_01465	IX87_08990	-0.119691973198677	0.958471398892459
Colistin_0.44_T1 - None_0_T1	thiL	GO593_05780	IX87_14010	0.0480161385507879	0.511800866702301
Colistin_0.44_T1 - None_0_T1	thrS	GO593_09385	IX87_17450	-1.31337445246964	1.28399659869748e-10
Colistin_0.44_T1 - None_0_T1	thyA	GO593_08800	IX87_16890	-2.07279394902952	6.2849688776598e-14
Colistin_0.44_T1 - None_0_T1	tilS	GO593_09480	IX87_17545	0.0205136266361222	0.909263800700142
Colistin_0.44_T1 - None_0_T1	tkt	GO593_15295	IX87_02535	-1.77699861221039	4.21984038135672e-08
Colistin_0.44_T1 - None_0_T1	tmk	GO593_01795	IX87_09310	-0.92201663885032	0.00264870382701588
Colistin_0.44_T1 - None_0_T1	tonB	GO593_08770	IX87_16860	-0.436905264876245	0.0151182814639744
Colistin_0.44_T1 - None_0_T1	topA	GO593_08700	IX87_16760	-0.250661630040644	0.96475083482774
Colistin_0.44_T1 - None_0_T1	tpiA	GO593_08165	IX87_16210	-0.384196810804979	0.783863789534235
Colistin_0.44_T1 - None_0_T1	trmD	GO593_04600	IX87_12585	-2.3369621136552	5.76072301670557e-14
Colistin_0.44_T1 - None_0_T1	trpS	GO593_02490	IX87_10075	-2.07531790229512	9.71116198039577e-16
Colistin_0.44_T1 - None_0_T1	tsaB	GO593_09665	IX87_17730	-0.447455738174112	0.334671917803299
Colistin_0.44_T1 - None_0_T1	tsaC	GO593_07410	IX87_15400	0.0585601816498534	0.887006920773922
Colistin_0.44_T1 - None_0_T1	tsaD	GO593_00115	IX87_07335	-0.148196007276305	0.835581219818588
Colistin_0.44_T1 - None_0_T1	tsaE	GO593_18340	IX87_06560	-0.12823545614198	0.895798722831313
Colistin_0.44_T1 - None_0_T1	tsf	GO593_00865	IX87_07985	-0.691072155111475	0.0636554734515202
Colistin_0.44_T1 - None_0_T1	tusA	GO593_08380	IX87_16435	-0.172072760674342	0.956749293186797
Colistin_0.44_T1 - None_0_T1	tusD	GO593_17825	IX87_21755	-0.332674704837938	0.729465659819578
Colistin_0.44_T1 - None_0_T1	tyrS	GO593_06155	IX87_14380	-2.09519045762574	3.9465115452303e-18
Colistin_0.44_T1 - None_0_T1	ubiA	GO593_00995	IX87_08120	-0.411614250931916	0.232529357969437
Colistin_0.44_T1 - None_0_T1	ubiE	GO593_08265	IX87_16320	-1.0358589758524	0.0116634279433278
Colistin_0.44_T1 - None_0_T1	ubiG	GO593_06510	IX87_14760	-0.191077557310565	0.919630631599297
Colistin_0.44_T1 - None_0_T1	ubiH	GO593_11930	IX87_05745	0.0142982452842973	0.880839825374677
Colistin_0.44_T1 - None_0_T1	ubiI	GO593_11935	IX87_05740	0.0896332353201363	0.367371529150258
Colistin_0.44_T1 - None_0_T1	uppS	GO593_17735	IX87_21660	-0.882543967966211	0.000237679796522791
Colistin_0.44_T1 - None_0_T1	valS	GO593_02715	IX87_10295	-2.20308354143404	1.23789824869395e-18
Colistin_0.44_T1 - None_0_T1	wzx	GO593_06865	IX87_14860	-0.290139418857226	0.824480440195359
Colistin_0.44_T1 - None_0_T1	ybeD	GO593_02585	IX87_10160	-0.676358256891131	0.326164249970075
Colistin_0.44_T1 - None_0_T1	ybeY	GO593_03925	IX87_11850	-0.0354315532109268	0.86688840622827
Colistin_0.44_T1 - None_0_T1	ybgC	GO593_01925	IX87_09445	-0.97338138002731	0.130177355310846
Colistin_0.44_T1 - None_0_T1	yceD	GO593_10265	IX87_18405	-0.17685812696092	0.998355754910106
Colistin_0.44_T1 - None_0_T1	ygfZ	GO593_03135	IX87_11000	-0.00889841486488329	0.99652751942147
Colistin_0.44_T1 - None_0_T1	yidC	GO593_06240	IX87_14465	-1.79355425603932	1.89484871269249e-08
Colistin_0.44_T1 - None_0_T1	yihA	GO593_04235	IX87_12170	-1.12721685832723	9.81920925336222e-12
Colistin_0.44_T1 - None_0_T1	zipA	GO593_10185	IX87_18325	0.220748270584102	0.793613893198022
Colistin_0.44_T2 - None_0_T2	GO593_00140	GO593_00140	IX87_07360	-1.55278229611079	4.3915624030665e-06
Colistin_0.44_T2 - None_0_T2	GO593_00515	GO593_00515	unknown	-1.20923210516347	1
Colistin_0.44_T2 - None_0_T2	GO593_01975	GO593_01975	IX87_09495	1.77378436582424	3.00597579863342e-34
Colistin_0.44_T2 - None_0_T2	GO593_02180	GO593_02180	IX87_09700	0.154317018617681	0.014872820639764
Colistin_0.44_T2 - None_0_T2	GO593_05760	GO593_05760	IX87_13990	-4.14709662420373	2.01847366033324e-25
Colistin_0.44_T2 - None_0_T2	GO593_06495	GO593_06495	IX87_14745	-1.87143631357307	4.86596203239357e-26
Colistin_0.44_T2 - None_0_T2	GO593_07290	GO593_07290	IX87_15280	0.209780011491206	8.93025780767913e-08
Colistin_0.44_T2 - None_0_T2	GO593_07665	GO593_07665	IX87_15675	0.651011481424164	0.000175409656079262
Colistin_0.44_T2 - None_0_T2	GO593_10640	GO593_10640	IX87_01695	-6.67694034077954	3.89459045817816e-30
Colistin_0.44_T2 - None_0_T2	GO593_11535	GO593_11535	unknown	-0.19814222368931	0.0585688980487591
Colistin_0.44_T2 - None_0_T2	GO593_11615	GO593_11615	IX87_00220	-0.0234095796737675	0.238072523971443
Colistin_0.44_T2 - None_0_T2	GO593_12335	GO593_12335	IX87_05435	0.106370034513179	0.0052213301908541
Colistin_0.44_T2 - None_0_T2	GO593_13170	GO593_13170	IX87_04465	0.032953690611376	0.613231789732138
Colistin_0.44_T2 - None_0_T2	GO593_13175	GO593_13175	IX87_04460	0.0478348244052202	0.434872938253123
Colistin_0.44_T2 - None_0_T2	GO593_13215	GO593_13215	IX87_04190	-0.0417061039332764	0.775989145358846
Colistin_0.44_T2 - None_0_T2	GO593_13220	GO593_13220	IX87_04420	0.154393294250548	0.170275920820641
Colistin_0.44_T2 - None_0_T2	GO593_15125	GO593_15125	unknown	0.323191050185831	0.038144015433067
Colistin_0.44_T2 - None_0_T2	GO593_15205	GO593_15205	IX87_02640	-0.25812015938203	0.248794172375215
Colistin_0.44_T2 - None_0_T2	GO593_18140	GO593_18140	IX87_06370	-0.0879221910515996	0.886740760637006
Colistin_0.44_T2 - None_0_T2	GO593_18720	GO593_18720	IX87_06955	0.333335584023308	0.000553426638671432
Colistin_0.44_T2 - None_0_T2	GO593_18760	GO593_18760	unknown	-0.176459590896355	0.383289735826605
Colistin_0.44_T2 - None_0_T2	GO593_18770	GO593_18770	unknown	0.166763455117761	0.2726254926679
Colistin_0.44_T2 - None_0_T2	accA	GO593_09475	IX87_17540	2.26107113758553	7.29111729271888e-20
Colistin_0.44_T2 - None_0_T2	accB	GO593_17940	IX87_21900	2.26489004541273	4.29581295466318e-20
Colistin_0.44_T2 - None_0_T2	accC	GO593_17945	IX87_21905	2.72385714974376	3.82394599454897e-21
Colistin_0.44_T2 - None_0_T2	accD	GO593_03345	IX87_11230	2.08271876868915	5.51818236967837e-27
Colistin_0.44_T2 - None_0_T2	acnB	GO593_18405	IX87_06625	-1.63257420601432	1.1730805171075e-16
Colistin_0.44_T2 - None_0_T2	acpP	GO593_10285	IX87_18425	1.92457707870149	0.00978536033605564
Colistin_0.44_T2 - None_0_T2	acpT	GO593_09085	IX87_17135	0.0289780270085976	0.33570911888013
Colistin_0.44_T2 - None_0_T2	adk	GO593_11470	IX87_00385	-0.819586038828072	4.15371138876094e-05
Colistin_0.44_T2 - None_0_T2	alaS	GO593_12895	IX87_04765	-1.97755360427101	1.80605949196334e-09
Colistin_0.44_T2 - None_0_T2	argS	GO593_07295	IX87_15285	-2.34576157665532	6.18155557093669e-05
Colistin_0.44_T2 - None_0_T2	aroA	GO593_00260	IX87_07480	-0.533091924448196	0.000262422246461648
Colistin_0.44_T2 - None_0_T2	aroB	GO593_04740	IX87_12780	-1.39563563191457	5.94396300935353e-08
Colistin_0.44_T2 - None_0_T2	aroC	GO593_16070	IX87_19365	-3.11287492088302	3.25395203951866e-05
Colistin_0.44_T2 - None_0_T2	aroQ	GO593_17935	IX87_21895	2.74993708071095	4.88054864327985e-22
Colistin_0.44_T2 - None_0_T2	asd	GO593_08645	IX87_16705	-0.567140398128404	9.5549447565785e-10
Colistin_0.44_T2 - None_0_T2	asnC	GO593_13165	IX87_04470	0.0370230883552251	0.816524549298561
Colistin_0.44_T2 - None_0_T2	aspS	GO593_03480	IX87_11355	-0.899849242573855	0.000141058049644332
Colistin_0.44_T2 - None_0_T2	atpA	GO593_07360	IX87_15350	-3.51958507091002	1.683281884574e-19
Colistin_0.44_T2 - None_0_T2	atpB	GO593_07340	IX87_15330	-3.28856493078751	1.79053856810996e-12
Colistin_0.44_T2 - None_0_T2	atpD	GO593_07370	IX87_15360	-1.95750586194425	6.49760042671417e-21
Colistin_0.44_T2 - None_0_T2	atpE	GO593_07345	IX87_15335	-0.669270378174803	4.15459315608333e-06
Colistin_0.44_T2 - None_0_T2	atpF	GO593_07350	IX87_15340	-0.481720841387868	0.00260329620624184
Colistin_0.44_T2 - None_0_T2	atpG	GO593_07365	IX87_15355	-4.43665692529991	3.63866785957475e-26
Colistin_0.44_T2 - None_0_T2	atpH	GO593_07355	IX87_15345	-2.25550320734371	6.22478359109654e-17
Colistin_0.44_T2 - None_0_T2	bamA	GO593_17715	IX87_21640	-3.14979939420384	2.51886435696728e-27
Colistin_0.44_T2 - None_0_T2	birA	GO593_10165	IX87_18295	0.639234461282376	3.16171407910429e-13
Colistin_0.44_T2 - None_0_T2	cbdB1	GO593_13095	IX87_04580	0.0304166275659569	0.761765388058063
Colistin_0.44_T2 - None_0_T2	cca	GO593_00945	IX87_08070	-0.665493240554519	0.0261648059158322
Colistin_0.44_T2 - None_0_T2	cdsA	GO593_17730	IX87_21655	-8.5748245122604	1.27946055707288e-49
Colistin_0.44_T2 - None_0_T2	cgtA	GO593_01635	IX87_09155	-1.2571553667143	1.96347985488873e-10
Colistin_0.44_T2 - None_0_T2	clpX	GO593_08945	IX87_16990	0.249222819436796	0.00492027423564433
Colistin_0.44_T2 - None_0_T2	cmk	GO593_15555	IX87_02265	-1.23940296488505	0.00089033597717779
Colistin_0.44_T2 - None_0_T2	coaD	GO593_10410	IX87_01935	0.406800518973058	2.94244848396988e-06
Colistin_0.44_T2 - None_0_T2	coaE	GO593_08145	IX87_16190	-0.0525832509765769	0.748599160576046
Colistin_0.44_T2 - None_0_T2	coaX	GO593_10160	IX87_18290	0.49620478869484	6.1685155639723e-11
Colistin_0.44_T2 - None_0_T2	coq7	GO593_18430	IX87_06650	-0.95968953608527	4.13757043800128e-12
Colistin_0.44_T2 - None_0_T2	cptB	GO593_04055	IX87_11990	-0.609765202761086	7.95434753810541e-07
Colistin_0.44_T2 - None_0_T2	cyoA	GO593_18590	IX87_06820	-1.15743001674028	9.34769718185311e-06
Colistin_0.44_T2 - None_0_T2	cyoB	GO593_18595	IX87_06825	-0.933855119368421	2.3599375974743e-06
Colistin_0.44_T2 - None_0_T2	cyoC	GO593_18600	IX87_06830	-1.72196121685542	1.31898674939805e-14
Colistin_0.44_T2 - None_0_T2	cyoD	GO593_18605	IX87_06835	-1.18604010421365	1.88747242238877e-09
Colistin_0.44_T2 - None_0_T2	cyoE	GO593_18610	IX87_06840	-1.65898056911156	1.6060264265945e-16
Colistin_0.44_T2 - None_0_T2	cysS	GO593_13525	IX87_04375	-2.16185525480444	4.81888034854494e-11
